com.samsung.shealth.tracker.pedometer_day_summary,6307003,7
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
62600630,10301,ca0c94f5-24f2-4cce-83d8-97b79043e114.binning_data.json,5838926,6000,62600630,0,2024-01-17 18:30:01.483,com.sec.android.app.shealth,2024-01-16 18:54:19.213,ca0c94f5-24f2-4cce-83d8-97b79043e114.source_info.json,1.3641415,7965.1226,550.43256,10301,VfS0qUERdZ,com.sec.android.app.shealth,0,ca0c94f5-24f2-4cce-83d8-97b79043e114.achievement.json,ca0c94f5-24f2-4cce-83d8-97b79043e114,1705449600000,
62600630,10920,2ef9b09a-1a7f-4761-81d5-3115fc2a90da.binning_data.json,6351065,6000,62600630,236,2024-01-18 18:30:01.235,com.sec.android.app.shealth,2024-01-17 18:30:01.023,,1.3402741,8512.17,604.2414,10684,ZYfDZ77fyr,com.sec.android.app.shealth,0,2ef9b09a-1a7f-4761-81d5-3115fc2a90da.achievement.json,2ef9b09a-1a7f-4761-81d5-3115fc2a90da,1705536000000,
62600630,10301,59d240c2-1720-45a0-8a66-bb8075a02496.binning_data.json,5838926,6000,62600630,0,2024-01-17 18:30:01.030,com.sec.android.app.shealth,2024-01-17 18:30:01.030,,1.3641415,7965.1226,550.43256,10301,ZYfDZ77fyr,com.sec.android.app.shealth,0,59d240c2-1720-45a0-8a66-bb8075a02496.achievement.json,59d240c2-1720-45a0-8a66-bb8075a02496,1705449600000,
62600630,10920,f8b1ebaa-c84a-4869-a80e-846c8eefa54b.binning_data.json,6351065,6000,62600630,236,2024-01-18 18:10:07.443,com.sec.android.app.shealth,2024-01-17 18:30:01.563,f8b1ebaa-c84a-4869-a80e-846c8eefa54b.source_info.json,1.3402741,8512.17,604.2414,10684,VfS0qUERdZ,com.sec.android.app.shealth,0,f8b1ebaa-c84a-4869-a80e-846c8eefa54b.achievement.json,f8b1ebaa-c84a-4869-a80e-846c8eefa54b,1705536000000,
62600630,2012,0b055bb2-0a94-42d4-b959-75766b3fc440.binning_data.json,1312263,6000,62600630,0,2024-01-19 16:15:36.100,com.sec.android.app.shealth,2024-01-19 02:56:33.021,0b055bb2-0a94-42d4-b959-75766b3fc440.source_info.json,1.1549798,1515.6377,109.18286,2012,VfS0qUERdZ,com.sec.android.app.shealth,0,0b055bb2-0a94-42d4-b959-75766b3fc440.achievement.json,0b055bb2-0a94-42d4-b959-75766b3fc440,1705622400000,
62600630,2012,4773c165-0bca-48bd-b2e9-75b3e61eb636.binning_data.json,1312263,6000,62600630,0,2024-01-19 19:03:25.321,com.sec.android.app.shealth,2024-01-19 19:03:25.321,,1.1549798,1515.6377,109.18286,2012,ZYfDZ77fyr,com.sec.android.app.shealth,0,4773c165-0bca-48bd-b2e9-75b3e61eb636.achievement.json,4773c165-0bca-48bd-b2e9-75b3e61eb636,1705622400000,
62600630,5145,250dfe5d-b8b6-45a7-b9a4-4623c4351533.binning_data.json,3029598,6000,62600630,5,2024-01-20 18:30:02.216,com.sec.android.app.shealth,2024-01-20 03:15:48.862,250dfe5d-b8b6-45a7-b9a4-4623c4351533.source_info.json,1.3203516,4000.1357,276.19092,5140,VfS0qUERdZ,com.sec.android.app.shealth,0,250dfe5d-b8b6-45a7-b9a4-4623c4351533.achievement.json,250dfe5d-b8b6-45a7-b9a4-4623c4351533,1705708800000,
62600630,5145,e0138b2d-2f04-47ce-9ae0-a7e921947c58.binning_data.json,3029598,6000,62600630,5,2024-01-20 18:30:01.340,com.sec.android.app.shealth,2024-01-20 18:30:01.340,,1.3203516,4000.1357,276.19092,5140,ZYfDZ77fyr,com.sec.android.app.shealth,0,e0138b2d-2f04-47ce-9ae0-a7e921947c58.achievement.json,e0138b2d-2f04-47ce-9ae0-a7e921947c58,1705708800000,
62600630,6313,0593dc38-7278-4d32-a691-cd6810b9d3f9.binning_data.json,3942554,6000,62600630,3,2024-01-21 16:13:21.649,com.sec.android.app.shealth,2024-01-20 18:40:31.351,0593dc38-7278-4d32-a691-cd6810b9d3f9.source_info.json,1.2186732,4804.685,342.11224,6310,VfS0qUERdZ,com.sec.android.app.shealth,0,0593dc38-7278-4d32-a691-cd6810b9d3f9.achievement.json,0593dc38-7278-4d32-a691-cd6810b9d3f9,1705795200000,
62600630,6313,fb9678b4-0318-4d8f-bb7f-f582dc4de6b7.binning_data.json,3942554,6000,62600630,3,2024-01-21 20:11:52.635,com.sec.android.app.shealth,2024-01-21 20:11:52.635,,1.2186732,4804.685,342.11224,6310,ZYfDZ77fyr,com.sec.android.app.shealth,0,fb9678b4-0318-4d8f-bb7f-f582dc4de6b7.achievement.json,fb9678b4-0318-4d8f-bb7f-f582dc4de6b7,1705795200000,
62600630,2278,67f902ed-53ee-4b81-8b1b-52613412144d.binning_data.json,1340447,6000,62600630,0,2024-01-22 18:09:20.677,com.sec.android.app.shealth,2024-01-22 01:36:48.098,67f902ed-53ee-4b81-8b1b-52613412144d.source_info.json,1.327138,1778.9591,124.90284,2278,VfS0qUERdZ,com.sec.android.app.shealth,0,67f902ed-53ee-4b81-8b1b-52613412144d.achievement.json,67f902ed-53ee-4b81-8b1b-52613412144d,1705881600000,
62600630,2278,dbd1616f-cacb-4c48-b7a3-67c7af3da123.binning_data.json,1340447,6000,62600630,0,2024-01-22 18:30:03.029,com.sec.android.app.shealth,2024-01-22 18:30:03.029,,1.327138,1778.9591,124.90284,2278,ZYfDZ77fyr,com.sec.android.app.shealth,0,dbd1616f-cacb-4c48-b7a3-67c7af3da123.achievement.json,dbd1616f-cacb-4c48-b7a3-67c7af3da123,1705881600000,
62600630,4258,8bbf2f24-3e89-425a-bb5e-a99a709ee102.binning_data.json,2745670,6000,62610110,1,2024-01-23 16:57:47.717,com.sec.android.app.shealth,2024-01-23 02:10:29.702,8bbf2f24-3e89-425a-bb5e-a99a709ee102.source_info.json,1.168204,3207.5034,233.8916,4257,VfS0qUERdZ,com.sec.android.app.shealth,0,8bbf2f24-3e89-425a-bb5e-a99a709ee102.achievement.json,8bbf2f24-3e89-425a-bb5e-a99a709ee102,1705968000000,
62610110,4258,5c13b852-e965-44ea-869b-5a0f3a11d2e2.binning_data.json,2745670,6000,62610110,1,2024-01-23 18:30:03.179,com.sec.android.app.shealth,2024-01-23 18:30:03.179,,1.168204,3207.5034,233.8916,4257,ZYfDZ77fyr,com.sec.android.app.shealth,0,5c13b852-e965-44ea-869b-5a0f3a11d2e2.achievement.json,5c13b852-e965-44ea-869b-5a0f3a11d2e2,1705968000000,
62610110,5615,25e628be-c1f1-4dcf-9501-b15d553e0f46.binning_data.json,3376815,6000,62610110,3,2024-01-24 18:00:12.432,com.sec.android.app.shealth,2024-01-24 02:26:32.284,25e628be-c1f1-4dcf-9501-b15d553e0f46.source_info.json,1.2790883,4319.2446,302.4812,5612,VfS0qUERdZ,com.sec.android.app.shealth,0,25e628be-c1f1-4dcf-9501-b15d553e0f46.achievement.json,25e628be-c1f1-4dcf-9501-b15d553e0f46,1706054400000,
62610110,5615,4ab196ae-2bdf-442a-a62d-52461861d2f6.binning_data.json,3376815,6000,62610110,3,2024-01-24 18:30:01.622,com.sec.android.app.shealth,2024-01-24 18:30:01.622,,1.2790883,4319.2446,302.4812,5612,ZYfDZ77fyr,com.sec.android.app.shealth,0,4ab196ae-2bdf-442a-a62d-52461861d2f6.achievement.json,4ab196ae-2bdf-442a-a62d-52461861d2f6,1706054400000,
62610110,13952,a6a8b995-9760-4ee6-9d6a-3e2c74e29190.binning_data.json,7903850,6000,62610110,169,2024-01-25 17:43:45.135,com.sec.android.app.shealth,2024-01-25 02:30:39.590,a6a8b995-9760-4ee6-9d6a-3e2c74e29190.source_info.json,1.374309,10862.332,759.6112,13783,VfS0qUERdZ,com.sec.android.app.shealth,0,a6a8b995-9760-4ee6-9d6a-3e2c74e29190.achievement.json,a6a8b995-9760-4ee6-9d6a-3e2c74e29190,1706140800000,
62610110,13952,96c04527-f51f-4686-95f4-f1b2386bc10e.binning_data.json,7903850,6000,62610110,169,2024-01-25 18:30:02.147,com.sec.android.app.shealth,2024-01-25 18:30:02.147,,1.374309,10862.332,759.6112,13783,ZYfDZ77fyr,com.sec.android.app.shealth,0,96c04527-f51f-4686-95f4-f1b2386bc10e.achievement.json,96c04527-f51f-4686-95f4-f1b2386bc10e,1706140800000,
62610110,2295,c8fe9efc-b2b0-45c6-90ab-3d30e2d7db80.binning_data.json,1466913,6000,62610110,7,2024-01-26 17:26:16.776,com.sec.android.app.shealth,2024-01-25 19:53:00.363,c8fe9efc-b2b0-45c6-90ab-3d30e2d7db80.source_info.json,1.2038399,1765.9287,124.18347,2288,VfS0qUERdZ,com.sec.android.app.shealth,0,c8fe9efc-b2b0-45c6-90ab-3d30e2d7db80.achievement.json,c8fe9efc-b2b0-45c6-90ab-3d30e2d7db80,1706227200000,
62610110,2295,15e4e9d9-93f8-479f-8f94-b26a6b61dff1.binning_data.json,1466913,6000,62610110,7,2024-01-26 18:30:02.055,com.sec.android.app.shealth,2024-01-26 18:30:02.055,,1.2038399,1765.9287,124.18347,2288,ZYfDZ77fyr,com.sec.android.app.shealth,0,15e4e9d9-93f8-479f-8f94-b26a6b61dff1.achievement.json,15e4e9d9-93f8-479f-8f94-b26a6b61dff1,1706227200000,
62610110,3849,e9aa2968-0919-4850-84cc-88d147f05c5d.binning_data.json,2365830,6000,62610110,16,2024-01-27 18:22:41.153,com.sec.android.app.shealth,2024-01-26 18:32:56.567,e9aa2968-0919-4850-84cc-88d147f05c5d.source_info.json,1.2592024,2979.0596,209.27112,3833,VfS0qUERdZ,com.sec.android.app.shealth,0,e9aa2968-0919-4850-84cc-88d147f05c5d.achievement.json,e9aa2968-0919-4850-84cc-88d147f05c5d,1706313600000,
62610110,3849,ac416925-a398-40dc-af3f-2f1e65894dc7.binning_data.json,2365830,6000,62610110,16,2024-01-27 18:30:02.014,com.sec.android.app.shealth,2024-01-27 18:30:02.014,,1.2592024,2979.0596,209.27112,3833,ZYfDZ77fyr,com.sec.android.app.shealth,0,ac416925-a398-40dc-af3f-2f1e65894dc7.achievement.json,ac416925-a398-40dc-af3f-2f1e65894dc7,1706313600000,
62610110,1470,ba6185bb-a3ae-442c-b876-6c43185409fc.binning_data.json,915257,6000,62610110,0,2024-01-28 17:39:59.471,com.sec.android.app.shealth,2024-01-27 18:45:42.420,ba6185bb-a3ae-442c-b876-6c43185409fc.source_info.json,1.2228315,1119.2056,79.08502,1470,VfS0qUERdZ,com.sec.android.app.shealth,0,ba6185bb-a3ae-442c-b876-6c43185409fc.achievement.json,ba6185bb-a3ae-442c-b876-6c43185409fc,1706400000000,
62610110,1470,c5211d5c-6751-4f07-b369-fabbb88014f9.binning_data.json,915257,6000,62610110,0,2024-01-28 18:31:05.814,com.sec.android.app.shealth,2024-01-28 18:31:05.814,,1.2228315,1119.2056,79.08502,1470,ZYfDZ77fyr,com.sec.android.app.shealth,0,c5211d5c-6751-4f07-b369-fabbb88014f9.achievement.json,c5211d5c-6751-4f07-b369-fabbb88014f9,1706400000000,
62610110,5299,dbe36b7d-5099-49de-bf28-99180db292f5.binning_data.json,3426274,6000,62610110,6,2024-01-29 17:01:26.218,com.sec.android.app.shealth,2024-01-28 18:37:23.362,dbe36b7d-5099-49de-bf28-99180db292f5.source_info.json,1.1757052,4028.2883,288.71527,5293,VfS0qUERdZ,com.sec.android.app.shealth,0,dbe36b7d-5099-49de-bf28-99180db292f5.achievement.json,dbe36b7d-5099-49de-bf28-99180db292f5,1706486400000,
62610110,5299,f8e16092-ee4e-4e64-9bde-fdc21b807593.binning_data.json,3426274,6000,62610110,6,2024-01-29 18:30:02.042,com.sec.android.app.shealth,2024-01-29 18:30:02.042,,1.1757052,4028.2883,288.71527,5293,ZYfDZ77fyr,com.sec.android.app.shealth,0,f8e16092-ee4e-4e64-9bde-fdc21b807593.achievement.json,f8e16092-ee4e-4e64-9bde-fdc21b807593,1706486400000,
62610110,4019,f872ae2a-ee5a-4431-8f52-97950f74fa02.binning_data.json,2550738,6000,62610110,13,2024-01-30 18:07:09.644,com.sec.android.app.shealth,2024-01-30 03:00:03.828,f872ae2a-ee5a-4431-8f52-97950f74fa02.source_info.json,1.2027844,3067.9885,219.95035,4006,VfS0qUERdZ,com.sec.android.app.shealth,0,f872ae2a-ee5a-4431-8f52-97950f74fa02.achievement.json,f872ae2a-ee5a-4431-8f52-97950f74fa02,1706572800000,
62610110,4019,95695fbc-8bc9-4c79-a6fa-a5358f9f63ac.binning_data.json,2550738,6000,62610110,13,2024-01-30 18:30:01.547,com.sec.android.app.shealth,2024-01-30 18:30:01.547,,1.2027844,3067.9885,219.95035,4006,ZYfDZ77fyr,com.sec.android.app.shealth,0,95695fbc-8bc9-4c79-a6fa-a5358f9f63ac.achievement.json,95695fbc-8bc9-4c79-a6fa-a5358f9f63ac,1706572800000,
62610110,6290,d7ab724b-e3b2-4ac2-ac44-34b8a4689efa.binning_data.json,3799037,6000,62610110,12,2024-01-31 18:13:00.057,com.sec.android.app.shealth,2024-01-30 18:51:50.237,d7ab724b-e3b2-4ac2-ac44-34b8a4689efa.source_info.json,1.2799276,4862.4927,340.58035,6278,VfS0qUERdZ,com.sec.android.app.shealth,0,d7ab724b-e3b2-4ac2-ac44-34b8a4689efa.achievement.json,d7ab724b-e3b2-4ac2-ac44-34b8a4689efa,1706659200000,
62610110,6290,5d3a27a1-a0c2-4bf7-892c-4b8fc3742df8.binning_data.json,3799037,6000,62610110,12,2024-01-31 18:30:01.678,com.sec.android.app.shealth,2024-01-31 18:30:01.678,,1.2799276,4862.4927,340.58035,6278,ZYfDZ77fyr,com.sec.android.app.shealth,0,5d3a27a1-a0c2-4bf7-892c-4b8fc3742df8.achievement.json,5d3a27a1-a0c2-4bf7-892c-4b8fc3742df8,1706659200000,
62610110,20174,01863103-7d4e-49e6-bcf5-61e5ebcf0e06.binning_data.json,12016402,6000,62610110,9,2024-02-01 18:23:21.560,com.sec.android.app.shealth,2024-01-31 18:31:09.745,01863103-7d4e-49e6-bcf5-61e5ebcf0e06.source_info.json,1.2921493,15526.984,1087.401,20165,VfS0qUERdZ,com.sec.android.app.shealth,0,01863103-7d4e-49e6-bcf5-61e5ebcf0e06.achievement.json,01863103-7d4e-49e6-bcf5-61e5ebcf0e06,1706745600000,
62610110,20174,206d730e-baf2-46c1-8c80-3bd5e7bc1b6b.binning_data.json,12016402,6000,62610110,9,2024-02-01 18:30:01.502,com.sec.android.app.shealth,2024-02-01 18:30:01.502,,1.2921493,15526.984,1087.401,20165,ZYfDZ77fyr,com.sec.android.app.shealth,0,206d730e-baf2-46c1-8c80-3bd5e7bc1b6b.achievement.json,206d730e-baf2-46c1-8c80-3bd5e7bc1b6b,1706745600000,
62610110,3777,823b78cc-bdb9-4f63-9dd0-67cfffc8bfa5.binning_data.json,2216585,6000,62610110,6,2024-02-02 18:00:14.637,com.sec.android.app.shealth,2024-02-01 18:53:55.708,823b78cc-bdb9-4f63-9dd0-67cfffc8bfa5.source_info.json,1.3143859,2913.4492,203.69629,3771,VfS0qUERdZ,com.sec.android.app.shealth,0,823b78cc-bdb9-4f63-9dd0-67cfffc8bfa5.achievement.json,823b78cc-bdb9-4f63-9dd0-67cfffc8bfa5,1706832000000,
62610110,3777,3b8b0fcb-08a5-49f0-a4cf-50aafccd9804.binning_data.json,2216585,6000,62610110,6,2024-02-02 18:30:02.754,com.sec.android.app.shealth,2024-02-02 18:30:02.754,,1.3143859,2913.4492,203.69629,3771,ZYfDZ77fyr,com.sec.android.app.shealth,0,3b8b0fcb-08a5-49f0-a4cf-50aafccd9804.achievement.json,3b8b0fcb-08a5-49f0-a4cf-50aafccd9804,1706832000000,
62610110,3521,ce78ceb2-0c31-4439-a223-1632d2482021.binning_data.json,2039044,6000,62610110,98,2024-02-03 17:45:02.597,com.sec.android.app.shealth,2024-02-02 20:29:30.544,ce78ceb2-0c31-4439-a223-1632d2482021.source_info.json,1.3497702,2752.2422,196.6814,3423,VfS0qUERdZ,com.sec.android.app.shealth,0,ce78ceb2-0c31-4439-a223-1632d2482021.achievement.json,ce78ceb2-0c31-4439-a223-1632d2482021,1706918400000,
62610110,3521,613d32f0-df37-42c6-90e6-82a26ac9a56d.binning_data.json,2039044,6000,62610110,98,2024-02-03 18:30:02.012,com.sec.android.app.shealth,2024-02-03 18:30:02.012,,1.3497702,2752.2422,196.6814,3423,ZYfDZ77fyr,com.sec.android.app.shealth,0,613d32f0-df37-42c6-90e6-82a26ac9a56d.achievement.json,613d32f0-df37-42c6-90e6-82a26ac9a56d,1706918400000,
62610110,10201,312aef78-6c37-43c2-9b20-d5d859e2f4a6.binning_data.json,6059524,6000,62610110,5,2024-02-04 18:29:19.995,com.sec.android.app.shealth,2024-02-03 22:57:43.620,312aef78-6c37-43c2-9b20-d5d859e2f4a6.source_info.json,1.2948772,7846.34,548.6665,10196,VfS0qUERdZ,com.sec.android.app.shealth,0,312aef78-6c37-43c2-9b20-d5d859e2f4a6.achievement.json,312aef78-6c37-43c2-9b20-d5d859e2f4a6,1707004800000,
62610110,10201,00502c03-235f-4408-bfe4-845bbbc5039d.binning_data.json,6059524,6000,62610110,5,2024-02-04 18:30:02.304,com.sec.android.app.shealth,2024-02-04 18:30:02.304,,1.2948772,7846.34,548.6665,10196,ZYfDZ77fyr,com.sec.android.app.shealth,0,00502c03-235f-4408-bfe4-845bbbc5039d.achievement.json,00502c03-235f-4408-bfe4-845bbbc5039d,1707004800000,
62610110,3612,d4e0c0d6-143a-4f85-a6b9-f8384211968b.binning_data.json,2099416,6000,62610110,0,2024-02-05 18:07:44.170,com.sec.android.app.shealth,2024-02-04 23:40:54.096,d4e0c0d6-143a-4f85-a6b9-f8384211968b.source_info.json,1.3359792,2804.7773,194.11914,3612,VfS0qUERdZ,com.sec.android.app.shealth,0,d4e0c0d6-143a-4f85-a6b9-f8384211968b.achievement.json,d4e0c0d6-143a-4f85-a6b9-f8384211968b,1707091200000,
62610110,3612,7cd92220-7e16-4d23-9e8b-632e8731fc0c.binning_data.json,2099416,6000,62610110,0,2024-02-05 18:30:03.709,com.sec.android.app.shealth,2024-02-05 18:30:03.709,,1.3359792,2804.7773,194.11914,3612,ZYfDZ77fyr,com.sec.android.app.shealth,0,7cd92220-7e16-4d23-9e8b-632e8731fc0c.achievement.json,7cd92220-7e16-4d23-9e8b-632e8731fc0c,1707091200000,
62610110,15306,02f900e3-3e7f-41db-b99f-577af4d0cb75.binning_data.json,8775568,6000,62610110,2,2024-02-06 18:32:34.137,com.sec.android.app.shealth,2024-02-06 04:42:37.967,02f900e3-3e7f-41db-b99f-577af4d0cb75.source_info.json,1.344373,11797.637,819.135,15304,VfS0qUERdZ,com.sec.android.app.shealth,0,02f900e3-3e7f-41db-b99f-577af4d0cb75.achievement.json,02f900e3-3e7f-41db-b99f-577af4d0cb75,1707177600000,
62610110,15306,24c0cc08-514d-4998-86f2-c4fecb2332ac.binning_data.json,8775568,6000,62610110,2,2024-02-06 18:32:32.603,com.sec.android.app.shealth,2024-02-06 18:32:32.603,,1.344373,11797.637,819.135,15304,ZYfDZ77fyr,com.sec.android.app.shealth,0,24c0cc08-514d-4998-86f2-c4fecb2332ac.achievement.json,24c0cc08-514d-4998-86f2-c4fecb2332ac,1707177600000,
62610110,3897,ecb647b9-0e66-4678-9195-bcf5a2a2bd42.binning_data.json,2361048,6000,62610110,6,2024-02-07 18:23:11.660,com.sec.android.app.shealth,2024-02-06 18:36:04.458,ecb647b9-0e66-4678-9195-bcf5a2a2bd42.source_info.json,1.2823471,3027.6836,209.95264,3891,VfS0qUERdZ,com.sec.android.app.shealth,0,ecb647b9-0e66-4678-9195-bcf5a2a2bd42.achievement.json,ecb647b9-0e66-4678-9195-bcf5a2a2bd42,1707264000000,
62610110,3897,9a76c87c-54fd-4718-91af-7f1eba57f09e.binning_data.json,2361048,6000,62610110,6,2024-02-07 18:30:01.974,com.sec.android.app.shealth,2024-02-07 18:30:01.974,,1.2823471,3027.6836,209.95264,3891,ZYfDZ77fyr,com.sec.android.app.shealth,0,9a76c87c-54fd-4718-91af-7f1eba57f09e.achievement.json,9a76c87c-54fd-4718-91af-7f1eba57f09e,1707264000000,
62610110,7979,1bc1271d-107a-4f16-b639-9975cafa6a9f.binning_data.json,4677375,6000,62610110,84,2024-02-09 18:30:02.282,com.sec.android.app.shealth,2024-02-07 18:45:11.914,1bc1271d-107a-4f16-b639-9975cafa6a9f.source_info.json,1.3372166,6254.6646,435.34006,7895,VfS0qUERdZ,com.sec.android.app.shealth,0,1bc1271d-107a-4f16-b639-9975cafa6a9f.achievement.json,1bc1271d-107a-4f16-b639-9975cafa6a9f,1707350400000,
62610110,7979,21742879-037e-4a0c-9534-b6e60699ea13.binning_data.json,4677375,6000,62610110,84,2024-02-08 18:30:13.554,com.sec.android.app.shealth,2024-02-08 18:30:02.100,,1.3372166,6254.6646,435.34006,7895,ZYfDZ77fyr,com.sec.android.app.shealth,0,21742879-037e-4a0c-9534-b6e60699ea13.achievement.json,21742879-037e-4a0c-9534-b6e60699ea13,1707350400000,
62610110,4059,66077aa0-ec6e-4c11-991e-9417913f0b91.binning_data.json,2556141,6000,62610110,16,2024-02-09 18:28:52.567,com.sec.android.app.shealth,2024-02-08 18:45:20.121,66077aa0-ec6e-4c11-991e-9417913f0b91.source_info.json,1.2166972,3110.0505,221.77052,4043,VfS0qUERdZ,com.sec.android.app.shealth,0,66077aa0-ec6e-4c11-991e-9417913f0b91.achievement.json,66077aa0-ec6e-4c11-991e-9417913f0b91,1707436800000,
62610110,4059,ae9603da-e744-4754-a544-ee4e30924da7.binning_data.json,2556141,6000,62610110,16,2024-02-09 18:30:01.437,com.sec.android.app.shealth,2024-02-09 18:30:01.437,,1.2166972,3110.0505,221.77052,4043,ZYfDZ77fyr,com.sec.android.app.shealth,0,ae9603da-e744-4754-a544-ee4e30924da7.achievement.json,ae9603da-e744-4754-a544-ee4e30924da7,1707436800000,
62610110,2739,247917c1-868b-4355-ad61-92d796fe4b25.binning_data.json,1740364,6000,62610110,0,2024-02-10 17:43:44.236,com.sec.android.app.shealth,2024-02-09 18:32:52.348,247917c1-868b-4355-ad61-92d796fe4b25.source_info.json,1.1970108,2083.2346,148.14969,2739,VfS0qUERdZ,com.sec.android.app.shealth,0,247917c1-868b-4355-ad61-92d796fe4b25.achievement.json,247917c1-868b-4355-ad61-92d796fe4b25,1707523200000,
62610110,2739,5c4b440d-bbfa-466a-839e-725ef5ad3106.binning_data.json,1740364,6000,62610110,0,2024-02-10 18:30:01.509,com.sec.android.app.shealth,2024-02-10 18:30:01.509,,1.1970108,2083.2346,148.14969,2739,ZYfDZ77fyr,com.sec.android.app.shealth,0,5c4b440d-bbfa-466a-839e-725ef5ad3106.achievement.json,5c4b440d-bbfa-466a-839e-725ef5ad3106,1707523200000,
62610110,3597,0ac82a8e-472b-4fe7-9e9a-ad5a46757d0c.binning_data.json,2254627,6000,62610110,3,2024-02-11 18:17:12.016,com.sec.android.app.shealth,2024-02-10 19:07:44.741,0ac82a8e-472b-4fe7-9e9a-ad5a46757d0c.source_info.json,1.221298,2753.5715,195.76962,3594,VfS0qUERdZ,com.sec.android.app.shealth,0,0ac82a8e-472b-4fe7-9e9a-ad5a46757d0c.achievement.json,0ac82a8e-472b-4fe7-9e9a-ad5a46757d0c,1707609600000,
62610110,3597,9609fa92-26b7-4b36-a301-278d0a767e1c.binning_data.json,2254627,6000,62610110,3,2024-02-11 18:30:02.246,com.sec.android.app.shealth,2024-02-11 18:30:02.246,,1.221298,2753.5715,195.76962,3594,ZYfDZ77fyr,com.sec.android.app.shealth,0,9609fa92-26b7-4b36-a301-278d0a767e1c.achievement.json,9609fa92-26b7-4b36-a301-278d0a767e1c,1707609600000,
62610110,2541,bf37c5e5-bb55-43f9-83e1-ee3ed9f96b73.binning_data.json,1497008,6000,62620030,0,2024-02-12 18:09:31.281,com.sec.android.app.shealth,2024-02-11 18:38:09.498,bf37c5e5-bb55-43f9-83e1-ee3ed9f96b73.source_info.json,1.3131241,1965.7582,136.46754,2541,VfS0qUERdZ,com.sec.android.app.shealth,0,bf37c5e5-bb55-43f9-83e1-ee3ed9f96b73.achievement.json,bf37c5e5-bb55-43f9-83e1-ee3ed9f96b73,1707696000000,
62620030,2541,ea509a69-2e42-449e-a455-a8ddc60baaa8.binning_data.json,1497008,6000,62620030,0,2024-02-12 18:30:02.580,com.sec.android.app.shealth,2024-02-12 18:30:02.580,,1.3131241,1965.7582,136.46754,2541,ZYfDZ77fyr,com.sec.android.app.shealth,0,ea509a69-2e42-449e-a455-a8ddc60baaa8.achievement.json,ea509a69-2e42-449e-a455-a8ddc60baaa8,1707696000000,
62620030,1213,a389b9b7-3d4f-4496-85e2-61c749618ba2.binning_data.json,713253,6000,62620030,7,2024-02-13 05:54:44.060,com.sec.android.app.shealth,2024-02-12 18:37:19.497,a389b9b7-3d4f-4496-85e2-61c749618ba2.source_info.json,1.3302299,948.7916,65.77197,1206,VfS0qUERdZ,com.sec.android.app.shealth,0,a389b9b7-3d4f-4496-85e2-61c749618ba2.achievement.json,a389b9b7-3d4f-4496-85e2-61c749618ba2,1707782400000,
62620030,1213,e475fd4e-0a7d-4650-9094-dc6c4cfc39a9.binning_data.json,713253,6000,62620030,7,2024-02-14 14:24:03.661,com.sec.android.app.shealth,2024-02-14 14:24:03.661,,1.3302299,948.7916,65.77197,1206,ZYfDZ77fyr,com.sec.android.app.shealth,0,e475fd4e-0a7d-4650-9094-dc6c4cfc39a9.achievement.json,e475fd4e-0a7d-4650-9094-dc6c4cfc39a9,1707782400000,
62620030,14486,b43d0c5a-de2e-403a-ac66-b1174fbb9cca.binning_data.json,8110322,6000,62620030,71,2024-02-15 18:30:02.300,com.sec.android.app.shealth,2024-02-14 14:33:14.017,b43d0c5a-de2e-403a-ac66-b1174fbb9cca.source_info.json,1.3864552,11244.599,778.4136,14415,VfS0qUERdZ,com.sec.android.app.shealth,0,b43d0c5a-de2e-403a-ac66-b1174fbb9cca.achievement.json,b43d0c5a-de2e-403a-ac66-b1174fbb9cca,1707868800000,
62620030,14486,a2460cd3-581d-46e4-b390-a4449ea699f4.binning_data.json,8110322,6000,62620030,71,2024-02-14 18:30:44.757,com.sec.android.app.shealth,2024-02-14 18:30:01.805,,1.3864552,11244.599,778.4136,14415,ZYfDZ77fyr,com.sec.android.app.shealth,0,a2460cd3-581d-46e4-b390-a4449ea699f4.achievement.json,a2460cd3-581d-46e4-b390-a4449ea699f4,1707868800000,
62620030,15260,5a224e8a-b93c-4594-a881-5f910c2d9207.binning_data.json,8505085,6000,62620030,170,2024-02-15 18:31:04.163,com.sec.android.app.shealth,2024-02-14 18:30:44.750,,1.396883,11880.61,825.7416,15090,ZYfDZ77fyr,com.sec.android.app.shealth,0,5a224e8a-b93c-4594-a881-5f910c2d9207.achievement.json,5a224e8a-b93c-4594-a881-5f910c2d9207,1707955200000,
62620030,15260,e51c92df-2bce-44a8-8683-35edd04edd13.binning_data.json,8505085,6000,62620030,170,2024-02-16 18:30:03.203,com.sec.android.app.shealth,2024-02-14 18:30:44.855,e51c92df-2bce-44a8-8683-35edd04edd13.source_info.json,1.396883,11880.61,825.7416,15090,VfS0qUERdZ,com.sec.android.app.shealth,0,e51c92df-2bce-44a8-8683-35edd04edd13.achievement.json,e51c92df-2bce-44a8-8683-35edd04edd13,1707955200000,
