com.samsung.shealth.tracker.pedometer_day_summary,6307003,7
create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
,4944,aba02f56-8444-4d89-9299-2651b75fe318.binning_data.json,3085791,6000,,0,2019-10-25 18:30:02.238,com.sec.android.app.shealth,2019-10-25 18:30:02.238,,1.7176926,3645.51,293.22998,4944,NCYwqyvfDX,com.sec.android.app.shealth,0,aba02f56-8444-4d89-9299-2651b75fe318.achievement.json,aba02f56-8444-4d89-9299-2651b75fe318,1571961600000,
,2782,f7d1f6b3-9677-4871-9909-72bba9593ccb.binning_data.json,728540,6000,,65,2019-07-28 18:30:00.721,com.sec.android.app.shealth,2019-07-28 18:30:00.721,,3.7444103,952.36,118.2,2717,NCYwqyvfDX,com.sec.android.app.shealth,0,f7d1f6b3-9677-4871-9909-72bba9593ccb.achievement.json,f7d1f6b3-9677-4871-9909-72bba9593ccb,1564272000000,
,1859,260716d6-d3e1-47fc-aa91-949808f66426.binning_data.json,407550,6000,,16,2019-09-27 17:12:39.369,com.sec.android.app.shealth,2019-09-26 18:38:28.396,,1.9166666,553.04004,110.869995,1843,NCYwqyvfDX,com.sec.android.app.shealth,0,260716d6-d3e1-47fc-aa91-949808f66426.achievement.json,260716d6-d3e1-47fc-aa91-949808f66426,1569542400000,
,1920,54efddd6-ad99-4a1a-82b0-b41b96acc06c.binning_data.json,1090661,6000,,0,2020-02-16 18:32:19.851,com.sec.android.app.shealth,2020-02-16 18:30:02.767,,2.3333333,1498.21,78.59999,1920,NCYwqyvfDX,com.sec.android.app.shealth,0,54efddd6-ad99-4a1a-82b0-b41b96acc06c.achievement.json,54efddd6-ad99-4a1a-82b0-b41b96acc06c,1581811200000,
,347,c109f5b2-2b29-4921-ac90-1704ebf332aa.binning_data.json,69304,6000,,0,2019-08-04 18:31:04.175,com.sec.android.app.shealth,2019-08-04 18:31:04.175,,2.0787508,91.549995,14.46,347,NCYwqyvfDX,com.sec.android.app.shealth,0,c109f5b2-2b29-4921-ac90-1704ebf332aa.achievement.json,c109f5b2-2b29-4921-ac90-1704ebf332aa,1564876800000,
,5972,d0275d6a-02f6-48b5-b131-a2ccf1382621.binning_data.json,3595975,6000,,64,2019-12-04 18:30:01.141,com.sec.android.app.shealth,2019-12-04 18:30:01.141,,2.416667,4608.68,246.08998,5908,NCYwqyvfDX,com.sec.android.app.shealth,0,d0275d6a-02f6-48b5-b131-a2ccf1382621.achievement.json,d0275d6a-02f6-48b5-b131-a2ccf1382621,1575417600000,
,2310,072354f0-6477-4953-9661-35d76aa9f99f.binning_data.json,1383996,6000,,0,2019-10-29 18:30:01.468,com.sec.android.app.shealth,2019-10-29 18:30:01.468,,1.9722222,1769.3,94.189995,2310,NCYwqyvfDX,com.sec.android.app.shealth,0,072354f0-6477-4953-9661-35d76aa9f99f.achievement.json,072354f0-6477-4953-9661-35d76aa9f99f,1572307200000,
,9524,897b1988-37e4-4a28-8444-965726f1a212.binning_data.json,2723103,6000,,57,2019-09-24 17:26:09.917,com.sec.android.app.shealth,2019-09-24 01:46:47.229,897b1988-37e4-4a28-8444-965726f1a212.source_info.json,1.241903,3381.8303,572.5099,9467,VfS0qUERdZ,com.sec.android.app.shealth,0,897b1988-37e4-4a28-8444-965726f1a212.achievement.json,897b1988-37e4-4a28-8444-965726f1a212,1569283200000,
,1791,4a78da76-4472-4329-9f72-5c2fbf882fd1.binning_data.json,1036653,6000,,6,2020-04-04 18:30:01.348,com.sec.android.app.shealth,2020-04-04 06:03:26.715,,2.500598,1394.1001,74.439995,1785,NCYwqyvfDX,com.sec.android.app.shealth,0,4a78da76-4472-4329-9f72-5c2fbf882fd1.achievement.json,4a78da76-4472-4329-9f72-5c2fbf882fd1,1585958400000,
,3111,11b76380-842d-4a39-bc5b-e64c7ab53871.binning_data.json,1829702,6000,,8,2020-02-06 18:30:01.635,com.sec.android.app.shealth,2020-02-06 18:30:01.635,,2.021137,2333.07,184.79999,3103,NCYwqyvfDX,com.sec.android.app.shealth,0,11b76380-842d-4a39-bc5b-e64c7ab53871.achievement.json,11b76380-842d-4a39-bc5b-e64c7ab53871,1580947200000,
,7195,24cc55c5-b14f-4ef3-8065-65c15f8cb6c0.binning_data.json,2243356,6000,,0,2019-06-24 18:30:00.745,com.sec.android.app.shealth,2019-06-24 18:30:00.745,,1.8611114,2632.52,288.3899,7195,NCYwqyvfDX,com.sec.android.app.shealth,0,24cc55c5-b14f-4ef3-8065-65c15f8cb6c0.achievement.json,24cc55c5-b14f-4ef3-8065-65c15f8cb6c0,1561334400000,
,4340,0673c386-3cad-4dc3-b095-949cacb21ff8.binning_data.json,2578823,6000,,28,2020-02-03 18:30:02.728,com.sec.android.app.shealth,2020-02-03 18:30:02.728,,2.2791607,3297.61,263.12997,4312,NCYwqyvfDX,com.sec.android.app.shealth,0,0673c386-3cad-4dc3-b095-949cacb21ff8.achievement.json,0673c386-3cad-4dc3-b095-949cacb21ff8,1580688000000,
,8322,ce16a7b9-a8b2-4288-891f-d05783b2f35d.binning_data.json,4867050,6000,,26,2020-02-26 18:30:01.585,com.sec.android.app.shealth,2020-02-26 18:30:01.585,,2.4742253,6414.57,337.48996,8296,NCYwqyvfDX,com.sec.android.app.shealth,0,ce16a7b9-a8b2-4288-891f-d05783b2f35d.achievement.json,ce16a7b9-a8b2-4288-891f-d05783b2f35d,1582675200000,
,4429,ebde4c70-3315-4958-b82b-9d2b1aa9d6cb.binning_data.json,2773640,6000,,0,2019-12-02 18:30:02.512,com.sec.android.app.shealth,2019-12-02 18:30:02.512,,1.8611113,3355.4102,179.01999,4429,NCYwqyvfDX,com.sec.android.app.shealth,0,ebde4c70-3315-4958-b82b-9d2b1aa9d6cb.achievement.json,ebde4c70-3315-4958-b82b-9d2b1aa9d6cb,1575244800000,
,2768,ce824b17-6db2-4fed-90cb-42e2fde9e64e.binning_data.json,1684426,6000,,0,2020-05-28 17:51:07.884,com.sec.android.app.shealth,2020-05-28 06:10:16.171,ce824b17-6db2-4fed-90cb-42e2fde9e64e.source_info.json,1.2179754,2051.59,164.58998,2768,VfS0qUERdZ,com.sec.android.app.shealth,0,ce824b17-6db2-4fed-90cb-42e2fde9e64e.achievement.json,ce824b17-6db2-4fed-90cb-42e2fde9e64e,1590624000000,
,4356,0cdb8ef5-8c5d-419f-8538-71ac458a4f9a.binning_data.json,1203676,6000,,3,2019-07-18 18:30:10.768,com.sec.android.app.shealth,2019-07-18 18:30:10.768,,2.2634623,1473.5399,176.95998,4353,NCYwqyvfDX,com.sec.android.app.shealth,0,0cdb8ef5-8c5d-419f-8538-71ac458a4f9a.achievement.json,0cdb8ef5-8c5d-419f-8538-71ac458a4f9a,1563408000000,
,2726,172efadf-3417-4095-af9d-a3adfbb3e665.binning_data.json,1655712,6000,,0,2020-06-19 18:30:02.097,com.sec.android.app.shealth,2020-06-19 18:30:02.097,,1.7937946,2081.34,110.52998,2726,NCYwqyvfDX,com.sec.android.app.shealth,0,172efadf-3417-4095-af9d-a3adfbb3e665.achievement.json,172efadf-3417-4095-af9d-a3adfbb3e665,1592524800000,
,7349,87b7685c-d96b-4157-aace-57aabcc55a93.binning_data.json,2137831,6000,,0,2019-09-18 18:30:01.241,com.sec.android.app.shealth,2019-09-18 18:30:01.241,,6.944445,2557.9004,438.6399,7349,NCYwqyvfDX,com.sec.android.app.shealth,0,87b7685c-d96b-4157-aace-57aabcc55a93.achievement.json,87b7685c-d96b-4157-aace-57aabcc55a93,1568764800000,
,1731,71d221d2-c7ee-40b2-8390-29fa45af44b1.binning_data.json,1029147,6000,,0,2020-07-01 18:30:01.556,com.sec.android.app.shealth,2020-07-01 18:30:01.556,,1.7572635,1328.73,70.81,1731,NCYwqyvfDX,com.sec.android.app.shealth,0,71d221d2-c7ee-40b2-8390-29fa45af44b1.achievement.json,71d221d2-c7ee-40b2-8390-29fa45af44b1,1593561600000,
,5732,35943b1f-7866-46aa-9fb5-738e531d7448.binning_data.json,3323840,6000,,0,2020-02-23 18:24:21.787,com.sec.android.app.shealth,2020-02-23 07:43:20.733,35943b1f-7866-46aa-9fb5-738e531d7448.source_info.json,1.3287729,4416.63,231.15999,5732,VfS0qUERdZ,com.sec.android.app.shealth,0,35943b1f-7866-46aa-9fb5-738e531d7448.achievement.json,35943b1f-7866-46aa-9fb5-738e531d7448,1582416000000,
,1022,aac28c8a-77d1-4160-8dfb-916e08413dc2.binning_data.json,198958,6000,,2,2019-09-02 18:30:00.979,com.sec.android.app.shealth,2019-09-02 18:30:00.979,,2.0555553,269.86,59.879997,1020,NCYwqyvfDX,com.sec.android.app.shealth,0,aac28c8a-77d1-4160-8dfb-916e08413dc2.achievement.json,aac28c8a-77d1-4160-8dfb-916e08413dc2,1567382400000,
,2909,6bc61cfd-dd3d-445c-b5f5-9681805b1da8.binning_data.json,679083,6000,,34,2019-07-15 18:30:01.071,com.sec.android.app.shealth,2019-07-14 18:31:42.744,6bc61cfd-dd3d-445c-b5f5-9681805b1da8.source_info.json,1.2587849,854.82,109.47,2875,VfS0qUERdZ,com.sec.android.app.shealth,0,6bc61cfd-dd3d-445c-b5f5-9681805b1da8.achievement.json,6bc61cfd-dd3d-445c-b5f5-9681805b1da8,1563148800000,
,4361,1eb0cb58-53bb-42e0-99c3-29bacebb468d.binning_data.json,2685793,6000,,0,2020-05-21 18:30:08.002,com.sec.android.app.shealth,2020-05-21 18:30:08.002,,1.7378876,3225.81,258.85995,4361,NCYwqyvfDX,com.sec.android.app.shealth,0,1eb0cb58-53bb-42e0-99c3-29bacebb468d.achievement.json,1eb0cb58-53bb-42e0-99c3-29bacebb468d,1590019200000,
,3522,195f54d2-5c0c-426c-a624-3b57d2a93245.binning_data.json,791636,6000,,10,2019-06-29 18:20:50.063,com.sec.android.app.shealth,2019-06-28 19:30:57.418,195f54d2-5c0c-426c-a624-3b57d2a93245.source_info.json,1.3418794,1062.28,144.95,3512,VfS0qUERdZ,com.sec.android.app.shealth,0,195f54d2-5c0c-426c-a624-3b57d2a93245.achievement.json,195f54d2-5c0c-426c-a624-3b57d2a93245,1561766400000,
,3083,7a328a10-34a2-40f9-a5cd-9790e0e57fc0.binning_data.json,1799290,6000,,29,2020-01-18 18:30:01.300,com.sec.android.app.shealth,2020-01-18 18:30:01.300,,3.0277777,2390.43,128.89,3054,NCYwqyvfDX,com.sec.android.app.shealth,0,7a328a10-34a2-40f9-a5cd-9790e0e57fc0.achievement.json,7a328a10-34a2-40f9-a5cd-9790e0e57fc0,1579305600000,
,2833,5e3f486f-1c4f-47b1-aa6d-e7bfa9ef55ad.binning_data.json,697400,6000,,2,2019-09-05 17:55:17.011,com.sec.android.app.shealth,2019-09-05 00:30:56.898,5e3f486f-1c4f-47b1-aa6d-e7bfa9ef55ad.source_info.json,1.2630769,880.86993,167.76,2831,VfS0qUERdZ,com.sec.android.app.shealth,0,5e3f486f-1c4f-47b1-aa6d-e7bfa9ef55ad.achievement.json,5e3f486f-1c4f-47b1-aa6d-e7bfa9ef55ad,1567641600000,
,437,21f033fd-7489-49ee-8ebb-0b7288f6a9d8.binning_data.json,94375,6000,,0,2019-08-07 18:15:35.724,com.sec.android.app.shealth,2019-08-07 05:42:45.724,21f033fd-7489-49ee-8ebb-0b7288f6a9d8.source_info.json,1.2696081,119.82,18.0,437,VfS0qUERdZ,com.sec.android.app.shealth,0,21f033fd-7489-49ee-8ebb-0b7288f6a9d8.achievement.json,21f033fd-7489-49ee-8ebb-0b7288f6a9d8,1565136000000,
,3117,660a920e-4407-443b-9c9c-b28f037e86d5.binning_data.json,1910105,6000,,0,2020-06-04 18:30:01.781,com.sec.android.app.shealth,2020-06-04 18:30:01.781,,1.8590539,2309.53,185.54999,3117,NCYwqyvfDX,com.sec.android.app.shealth,0,660a920e-4407-443b-9c9c-b28f037e86d5.achievement.json,660a920e-4407-443b-9c9c-b28f037e86d5,1591228800000,
,3083,2aa6c0dd-3fcf-4718-9610-0472f96dc1e7.binning_data.json,1799340,6000,,29,2020-01-18 17:58:51.242,com.sec.android.app.shealth,2020-01-17 18:35:50.184,2aa6c0dd-3fcf-4718-9610-0472f96dc1e7.source_info.json,1.3285037,2390.43,128.89,3054,VfS0qUERdZ,com.sec.android.app.shealth,0,2aa6c0dd-3fcf-4718-9610-0472f96dc1e7.achievement.json,2aa6c0dd-3fcf-4718-9610-0472f96dc1e7,1579305600000,
,2696,4aee46f7-4617-4b82-9267-22a1709c28c9.binning_data.json,1619839,6000,,17,2020-03-06 18:16:29.959,com.sec.android.app.shealth,2020-03-06 02:14:04.350,4aee46f7-4617-4b82-9267-22a1709c28c9.source_info.json,1.2808738,2074.81,111.42,2679,VfS0qUERdZ,com.sec.android.app.shealth,0,4aee46f7-4617-4b82-9267-22a1709c28c9.achievement.json,4aee46f7-4617-4b82-9267-22a1709c28c9,1583452800000,
,5250,77a7e349-0957-4583-9cfe-f4473cacd258.binning_data.json,3183071,6000,,12,2019-11-27 18:30:01.006,com.sec.android.app.shealth,2019-11-27 18:30:01.006,,2.0419595,4040.21,215.42998,5238,NCYwqyvfDX,com.sec.android.app.shealth,0,77a7e349-0957-4583-9cfe-f4473cacd258.achievement.json,77a7e349-0957-4583-9cfe-f4473cacd258,1574812800000,
,852,e6332442-8f85-4d8c-a454-28f6dd68e218.binning_data.json,500671,6000,,2,2020-06-27 18:30:02.309,com.sec.android.app.shealth,2020-06-26 04:21:50.631,e6332442-8f85-4d8c-a454-28f6dd68e218.source_info.json,1.2937236,647.73,45.32,850,VfS0qUERdZ,com.sec.android.app.shealth,0,e6332442-8f85-4d8c-a454-28f6dd68e218.achievement.json,e6332442-8f85-4d8c-a454-28f6dd68e218,1593129600000,
,1059,823ce3d6-dfe7-4e53-8776-be8309fbe005.binning_data.json,636592,6000,,0,2020-02-29 18:21:40.426,com.sec.android.app.shealth,2020-02-28 18:48:56.404,823ce3d6-dfe7-4e53-8776-be8309fbe005.source_info.json,1.2804416,815.12,43.18,1059,VfS0qUERdZ,com.sec.android.app.shealth,0,823ce3d6-dfe7-4e53-8776-be8309fbe005.achievement.json,823ce3d6-dfe7-4e53-8776-be8309fbe005,1582934400000,
,1492,d3a30e04-d7fa-4275-ba71-f0e3bb534699.binning_data.json,830962,6000,,49,2020-02-08 16:50:36.658,com.sec.android.app.shealth,2020-02-07 18:38:01.688,d3a30e04-d7fa-4275-ba71-f0e3bb534699.source_info.json,1.3816745,1148.12,91.44999,1443,VfS0qUERdZ,com.sec.android.app.shealth,0,d3a30e04-d7fa-4275-ba71-f0e3bb534699.achievement.json,d3a30e04-d7fa-4275-ba71-f0e3bb534699,1581120000000,
,2310,a0f89759-0bd4-4f2c-9bbc-c1d4f03930e6.binning_data.json,1384034,6000,,0,2019-10-29 17:05:02.098,com.sec.android.app.shealth,2019-10-28 18:31:51.637,a0f89759-0bd4-4f2c-9bbc-c1d4f03930e6.source_info.json,1.2783637,1769.3,94.189995,2310,VfS0qUERdZ,com.sec.android.app.shealth,0,a0f89759-0bd4-4f2c-9bbc-c1d4f03930e6.achievement.json,a0f89759-0bd4-4f2c-9bbc-c1d4f03930e6,1572307200000,
,6525,22d8cfb8-9c90-452e-ae9d-8306949acf5a.binning_data.json,1547351,6000,,37,2019-07-13 18:24:53.983,com.sec.android.app.shealth,2019-07-12 18:43:33.552,22d8cfb8-9c90-452e-ae9d-8306949acf5a.source_info.json,1.3051852,2019.58,243.22998,6488,VfS0qUERdZ,com.sec.android.app.shealth,0,22d8cfb8-9c90-452e-ae9d-8306949acf5a.achievement.json,22d8cfb8-9c90-452e-ae9d-8306949acf5a,1562976000000,
,5545,3a7b1805-5a9d-4621-8db2-2136e961958f.binning_data.json,3371593,6000,,0,2019-12-06 17:24:52.889,com.sec.android.app.shealth,2019-12-05 18:35:39.800,3a7b1805-5a9d-4621-8db2-2136e961958f.source_info.json,1.2558926,4234.36,224.09995,5545,VfS0qUERdZ,com.sec.android.app.shealth,0,3a7b1805-5a9d-4621-8db2-2136e961958f.achievement.json,3a7b1805-5a9d-4621-8db2-2136e961958f,1575590400000,
,694,10efce91-a7da-4f49-96b1-cdc3df738003.binning_data.json,404847,6000,,0,2020-07-03 16:18:49.375,com.sec.android.app.shealth,2020-07-02 20:14:16.293,10efce91-a7da-4f49-96b1-cdc3df738003.source_info.json,1.3274387,537.41003,28.83,694,VfS0qUERdZ,com.sec.android.app.shealth,0,10efce91-a7da-4f49-96b1-cdc3df738003.achievement.json,10efce91-a7da-4f49-96b1-cdc3df738003,1593734400000,
,4579,c0ed487b-4467-4d0a-803a-295e876465b2.binning_data.json,2680172,6000,,0,2020-03-15 15:01:58.460,com.sec.android.app.shealth,2020-03-14 18:56:31.472,c0ed487b-4467-4d0a-803a-295e876465b2.source_info.json,1.2858573,3446.32,265.65997,4579,VfS0qUERdZ,com.sec.android.app.shealth,0,c0ed487b-4467-4d0a-803a-295e876465b2.achievement.json,c0ed487b-4467-4d0a-803a-295e876465b2,1584230400000,
,816,a5e1081d-e1ef-4ed0-821d-11c401ec7572.binning_data.json,489699,6000,,1,2020-05-15 18:24:06.556,com.sec.android.app.shealth,2020-05-14 19:59:30.634,a5e1081d-e1ef-4ed0-821d-11c401ec7572.source_info.json,1.2730259,623.4,49.639996,815,VfS0qUERdZ,com.sec.android.app.shealth,0,a5e1081d-e1ef-4ed0-821d-11c401ec7572.achievement.json,a5e1081d-e1ef-4ed0-821d-11c401ec7572,1589500800000,
,3169,1aba3d6b-f309-4c0d-95ce-319825f1a9a1.binning_data.json,1889644,6000,,19,2019-11-11 18:30:01.062,com.sec.android.app.shealth,2019-11-11 18:30:01.062,,3.2777774,2447.21,132.11,3150,NCYwqyvfDX,com.sec.android.app.shealth,0,1aba3d6b-f309-4c0d-95ce-319825f1a9a1.achievement.json,1aba3d6b-f309-4c0d-95ce-319825f1a9a1,1573430400000,
,7388,6db7f6d4-0a97-4263-9ff3-4705a685f50f.binning_data.json,4694923,6000,,0,2019-12-29 16:46:05.943,com.sec.android.app.shealth,2019-12-28 18:55:02.553,6db7f6d4-0a97-4263-9ff3-4705a685f50f.source_info.json,1.1916147,5594.54,300.02,7388,VfS0qUERdZ,com.sec.android.app.shealth,0,6db7f6d4-0a97-4263-9ff3-4705a685f50f.achievement.json,6db7f6d4-0a97-4263-9ff3-4705a685f50f,1577577600000,
,2034,7c98bbae-b475-4b99-95c2-20ab71968c89.binning_data.json,1199152,6000,,0,2020-01-05 18:09:47.174,com.sec.android.app.shealth,2020-01-04 21:15:27.360,7c98bbae-b475-4b99-95c2-20ab71968c89.source_info.json,1.3105333,1571.53,83.079994,2034,VfS0qUERdZ,com.sec.android.app.shealth,0,7c98bbae-b475-4b99-95c2-20ab71968c89.achievement.json,7c98bbae-b475-4b99-95c2-20ab71968c89,1578182400000,
,4659,eb43e080-6f3a-49d3-8557-161a3b2ca6f5.binning_data.json,2763602,6000,,3,2020-06-23 17:31:04.072,com.sec.android.app.shealth,2020-06-23 03:17:08.072,eb43e080-6f3a-49d3-8557-161a3b2ca6f5.source_info.json,1.2974441,3585.62,189.49998,4656,VfS0qUERdZ,com.sec.android.app.shealth,0,eb43e080-6f3a-49d3-8557-161a3b2ca6f5.achievement.json,eb43e080-6f3a-49d3-8557-161a3b2ca6f5,1592870400000,
,2281,99b8214b-38fd-46d2-88b5-0ee4f55e2a98.binning_data.json,582606,6000,,4,2019-06-26 18:30:00.687,com.sec.android.app.shealth,2019-06-26 18:30:00.687,,2.0833333,715.50995,93.72999,2277,NCYwqyvfDX,com.sec.android.app.shealth,0,99b8214b-38fd-46d2-88b5-0ee4f55e2a98.achievement.json,99b8214b-38fd-46d2-88b5-0ee4f55e2a98,1561507200000,
,2045,81cc7a01-f21e-4747-be7e-5a1cfc5800a9.binning_data.json,1221428,6000,,1,2020-05-08 18:09:08.753,com.sec.android.app.shealth,2020-05-07 19:04:37.783,81cc7a01-f21e-4747-be7e-5a1cfc5800a9.source_info.json,1.2891383,1574.5901,84.49,2044,VfS0qUERdZ,com.sec.android.app.shealth,0,81cc7a01-f21e-4747-be7e-5a1cfc5800a9.achievement.json,81cc7a01-f21e-4747-be7e-5a1cfc5800a9,1588896000000,
,8243,bd01984e-888a-4fcf-abd3-f53b7df639e6.binning_data.json,4997493,6000,,0,2019-10-17 18:30:01.369,com.sec.android.app.shealth,2019-10-17 18:30:01.369,,1.8333335,6104.06,491.69992,8243,NCYwqyvfDX,com.sec.android.app.shealth,0,bd01984e-888a-4fcf-abd3-f53b7df639e6.achievement.json,bd01984e-888a-4fcf-abd3-f53b7df639e6,1571270400000,
,7159,97daf738-dab7-47e2-86be-119548ad1fe8.binning_data.json,3872685,6000,,51,2020-07-11 18:30:03.798,com.sec.android.app.shealth,2020-07-11 18:30:03.798,,2.0171669,5608.67,428.10995,7108,NCYwqyvfDX,com.sec.android.app.shealth,0,97daf738-dab7-47e2-86be-119548ad1fe8.achievement.json,97daf738-dab7-47e2-86be-119548ad1fe8,1594425600000,
,7028,11f121e5-a386-4c0b-9a3e-44e3afffa5fa.binning_data.json,2030780,6000,,0,2019-10-05 18:30:01.188,com.sec.android.app.shealth,2019-10-04 19:14:00.542,,1.8888891,2399.32,418.20996,7028,NCYwqyvfDX,com.sec.android.app.shealth,0,11f121e5-a386-4c0b-9a3e-44e3afffa5fa.achievement.json,11f121e5-a386-4c0b-9a3e-44e3afffa5fa,1570233600000,
,2496,accdc76b-ff71-49b0-b431-de2bdb94e0f5.binning_data.json,644595,6000,,0,2019-07-25 18:30:00.816,com.sec.android.app.shealth,2019-07-25 18:30:00.816,,1.8333335,820.0301,96.01998,2496,NCYwqyvfDX,com.sec.android.app.shealth,0,accdc76b-ff71-49b0-b431-de2bdb94e0f5.achievement.json,accdc76b-ff71-49b0-b431-de2bdb94e0f5,1564012800000,
,4344,9c448c2d-d5a5-40d5-95d8-923a64f6ba1d.binning_data.json,1069570,6000,,20,2019-07-10 17:21:25.703,com.sec.android.app.shealth,2019-07-10 03:30:33.932,9c448c2d-d5a5-40d5-95d8-923a64f6ba1d.source_info.json,1.2545602,1341.8401,161.79997,4324,VfS0qUERdZ,com.sec.android.app.shealth,0,9c448c2d-d5a5-40d5-95d8-923a64f6ba1d.achievement.json,9c448c2d-d5a5-40d5-95d8-923a64f6ba1d,1562716800000,
,1055,a387cdcf-4e86-477a-a392-fbc87d62eb29.binning_data.json,613537,6000,,0,2020-04-08 18:23:57.597,com.sec.android.app.shealth,2020-04-08 04:15:16.469,a387cdcf-4e86-477a-a392-fbc87d62eb29.source_info.json,1.3282317,814.92004,43.21,1055,VfS0qUERdZ,com.sec.android.app.shealth,0,a387cdcf-4e86-477a-a392-fbc87d62eb29.achievement.json,a387cdcf-4e86-477a-a392-fbc87d62eb29,1586304000000,
,4436,a167aeaa-5dbe-4b1f-a3c6-86a563b68b13.binning_data.json,2699148,6000,,11,2020-02-04 18:04:19.746,com.sec.android.app.shealth,2020-02-03 18:54:47.902,a167aeaa-5dbe-4b1f-a3c6-86a563b68b13.source_info.json,1.2240788,3303.97,264.09998,4425,VfS0qUERdZ,com.sec.android.app.shealth,0,a167aeaa-5dbe-4b1f-a3c6-86a563b68b13.achievement.json,a167aeaa-5dbe-4b1f-a3c6-86a563b68b13,1580774400000,
,341,95645c08-a96a-41fb-902e-8e1240df200d.binning_data.json,71394,6000,,0,2019-08-08 18:30:00.924,com.sec.android.app.shealth,2019-08-08 18:30:00.924,,1.8333336,97.78,13.889999,341,NCYwqyvfDX,com.sec.android.app.shealth,0,95645c08-a96a-41fb-902e-8e1240df200d.achievement.json,95645c08-a96a-41fb-902e-8e1240df200d,1565222400000,
,6127,40b130cf-1916-49a1-b59a-c2c67cab1962.binning_data.json,1797376,6000,,1,2019-09-16 17:39:54.212,com.sec.android.app.shealth,2019-09-16 01:42:06.263,40b130cf-1916-49a1-b59a-c2c67cab1962.source_info.json,1.1844766,2128.9502,366.49997,6126,VfS0qUERdZ,com.sec.android.app.shealth,0,40b130cf-1916-49a1-b59a-c2c67cab1962.achievement.json,40b130cf-1916-49a1-b59a-c2c67cab1962,1568592000000,
,2600,79d0e4fe-3a43-41f4-92a9-4e728b1a3acf.binning_data.json,1586825,6000,,0,2019-12-25 18:30:01.517,com.sec.android.app.shealth,2019-12-25 18:30:01.517,,6.9444447,2004.08,108.35999,2600,NCYwqyvfDX,com.sec.android.app.shealth,0,79d0e4fe-3a43-41f4-92a9-4e728b1a3acf.achievement.json,79d0e4fe-3a43-41f4-92a9-4e728b1a3acf,1577232000000,
,5424,c7e642ff-e957-48ff-bbc8-12b2c8c95893.binning_data.json,3201478,6000,,32,2019-10-22 18:30:00.812,com.sec.android.app.shealth,2019-10-22 18:30:00.812,,2.5833333,4071.13,323.02,5392,NCYwqyvfDX,com.sec.android.app.shealth,0,c7e642ff-e957-48ff-bbc8-12b2c8c95893.achievement.json,c7e642ff-e957-48ff-bbc8-12b2c8c95893,1571702400000,
,405,162a3a3f-defe-4fc7-b00f-141054c70785.binning_data.json,257481,6000,,0,2020-04-11 17:47:52.728,com.sec.android.app.shealth,2020-04-10 18:51:12.494,162a3a3f-defe-4fc7-b00f-141054c70785.source_info.json,1.1889414,306.13,17.49,405,VfS0qUERdZ,com.sec.android.app.shealth,0,162a3a3f-defe-4fc7-b00f-141054c70785.achievement.json,162a3a3f-defe-4fc7-b00f-141054c70785,1586563200000,
,2092,c65d4869-5679-48b0-9e59-c4d493480c5e.binning_data.json,1210933,6000,,17,2019-11-23 18:30:01.280,com.sec.android.app.shealth,2019-11-23 18:30:01.280,,2.022795,1628.72,85.649994,2075,NCYwqyvfDX,com.sec.android.app.shealth,0,c65d4869-5679-48b0-9e59-c4d493480c5e.achievement.json,c65d4869-5679-48b0-9e59-c4d493480c5e,1574467200000,
,3717,a6ff085d-d678-42e5-aee9-06057097790b.binning_data.json,2278596,6000,,0,2020-04-22 18:30:01.360,com.sec.android.app.shealth,2020-04-21 18:30:02.614,,3.0,2821.44,153.24,3717,NCYwqyvfDX,com.sec.android.app.shealth,0,a6ff085d-d678-42e5-aee9-06057097790b.achievement.json,a6ff085d-d678-42e5-aee9-06057097790b,1587513600000,
,3443,0eae4a89-ae0d-42c2-beb0-3f94c7d05a7f.binning_data.json,1048823,6000,,0,2019-06-22 18:30:00.769,com.sec.android.app.shealth,2019-06-22 05:16:20.505,,1.7654173,1209.5201,138.56998,3443,NCYwqyvfDX,com.sec.android.app.shealth,0,0eae4a89-ae0d-42c2-beb0-3f94c7d05a7f.achievement.json,0eae4a89-ae0d-42c2-beb0-3f94c7d05a7f,1561161600000,
,2965,98827619-e086-4a17-92e8-508479316ab2.binning_data.json,1784744,6000,,5,2020-03-11 18:30:04.344,com.sec.android.app.shealth,2020-03-09 18:35:05.853,98827619-e086-4a17-92e8-508479316ab2.source_info.json,1.2519046,2234.33,171.84999,2960,VfS0qUERdZ,com.sec.android.app.shealth,0,98827619-e086-4a17-92e8-508479316ab2.achievement.json,98827619-e086-4a17-92e8-508479316ab2,1583798400000,
,1026,a953b364-849a-41d2-a227-11d944305b8e.binning_data.json,598927,6000,,34,2020-01-04 18:30:01.797,com.sec.android.app.shealth,2020-01-04 18:30:01.797,,3.376097,806.45,47.019997,992,NCYwqyvfDX,com.sec.android.app.shealth,0,a953b364-849a-41d2-a227-11d944305b8e.achievement.json,a953b364-849a-41d2-a227-11d944305b8e,1578096000000,
