com.samsung.health.floors_climbed,6307003,7
start_time,custom,update_time,create_time,client_data_id,client_data_ver,floor,raw_data,time_offset,deviceuuid,pkg_name,end_time,datauuid
2025-03-16 17:24:05.000,,2025-03-16 21:27:31.002,2025-03-16 21:27:31.002,,,1.0,cd4565ee-69a1-41c6-a12f-56125a5c510a.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-03-16 21:26:23.000,cd4565ee-69a1-41c6-a12f-56125a5c510a,
2025-03-16 21:26:23.001,,2025-03-16 22:01:07.405,2025-03-16 21:56:22.679,,,2.0,31f8b1aa-83f3-43a5-a141-5b61e27dbefd.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-03-16 21:56:18.999,31f8b1aa-83f3-43a5-a141-5b61e27dbefd,
2025-04-01 04:00:00.096,,2025-04-01 15:30:31.448,2025-04-01 15:30:31.366,,,2.0,7fc38de8-0454-44ff-a200-68e310b6fe40.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 15:28:26.000,7fc38de8-0454-44ff-a200-68e310b6fe40,
2025-04-01 15:28:26.000,,2025-04-01 17:08:07.828,2025-04-01 17:08:07.828,,,1.0,37b7ae7a-96fe-4f7c-ab6f-ad4c8a1cb7fc.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 17:07:37.000,37b7ae7a-96fe-4f7c-ab6f-ad4c8a1cb7fc,
2025-04-01 17:07:37.000,,2025-04-01 17:12:22.227,2025-04-01 17:12:22.227,,,1.0,0bbf1268-733d-4ce5-9416-ccda0467f058.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 17:09:21.000,0bbf1268-733d-4ce5-9416-ccda0467f058,
2025-04-01 17:09:21.000,,2025-04-01 18:11:42.321,2025-04-01 18:11:42.321,,,1.0,e856421f-6a42-4623-a24e-4a593d0de2f9.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 18:10:40.000,e856421f-6a42-4623-a24e-4a593d0de2f9,
2025-04-01 18:10:40.000,,2025-04-01 21:49:19.158,2025-04-01 21:49:19.158,,,1.0,3ac5e1f0-9216-4827-b333-89e02e93e1f6.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 21:48:09.000,3ac5e1f0-9216-4827-b333-89e02e93e1f6,
2025-04-01 21:48:09.000,,2025-04-01 22:16:45.077,2025-04-01 22:16:45.077,,,1.0,96bb6afc-eb29-4c46-9b79-07949040e045.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 22:15:54.000,96bb6afc-eb29-4c46-9b79-07949040e045,
2025-04-01 22:15:53.999,,2025-04-01 22:51:01.290,2025-04-01 22:51:01.290,,,1.0,a64dd133-c615-48ce-8dc0-d630361f2e12.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-01 22:38:30.999,a64dd133-c615-48ce-8dc0-d630361f2e12,
2025-04-02 04:00:00.000,,2025-04-02 18:09:43.808,2025-04-02 18:09:43.808,,,1.0,9a5d69c6-6064-4f5b-9f18-49f1d4964124.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-02 18:06:07.000,9a5d69c6-6064-4f5b-9f18-49f1d4964124,
2025-04-02 18:06:06.999,,2025-04-02 21:36:58.474,2025-04-02 21:36:58.474,,,1.0,4d9f0b3f-53b2-4212-bc79-2df69a049c0d.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-02 21:36:52.000,4d9f0b3f-53b2-4212-bc79-2df69a049c0d,
2025-04-02 21:36:52.001,,2025-04-03 01:12:40.570,2025-04-03 01:12:40.570,,,1.0,f2574990-6bb2-40e4-acd0-609ac7b27db6.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 01:12:26.001,f2574990-6bb2-40e4-acd0-609ac7b27db6,
2025-04-03 01:12:26.000,,2025-04-03 01:40:21.361,2025-04-03 01:40:21.361,,,1.0,a94ebae7-b0cb-4fab-b4b4-943647ea0969.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 01:38:54.000,a94ebae7-b0cb-4fab-b4b4-943647ea0969,
2025-04-03 04:00:00.090,,2025-04-03 15:41:39.251,2025-04-03 15:41:39.170,,,3.0,142331f6-d8cc-4171-a0c9-5f8cedcfb8e3.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 15:41:15.999,142331f6-d8cc-4171-a0c9-5f8cedcfb8e3,
2025-04-03 15:41:16.000,,2025-04-03 17:47:23.515,2025-04-03 17:47:23.515,,,1.0,59f98ffd-f73a-43ef-9964-a8dfbc10b795.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 17:17:56.000,59f98ffd-f73a-43ef-9964-a8dfbc10b795,
2025-04-03 17:17:55.999,,2025-04-03 17:47:23.587,2025-04-03 17:47:23.587,,,1.0,c2c0f770-f6f4-486d-a7ce-27b022c14e8b.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 17:20:17.999,c2c0f770-f6f4-486d-a7ce-27b022c14e8b,
2025-04-03 17:20:17.999,,2025-04-03 18:27:29.233,2025-04-03 18:27:29.233,,,1.0,a5068c0d-416d-48db-bd05-e754280f4931.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 18:01:58.999,a5068c0d-416d-48db-bd05-e754280f4931,
2025-04-03 18:01:58.999,,2025-04-03 22:47:38.131,2025-04-03 22:47:38.131,,,1.0,5561adc5-5301-4330-8092-0257bda37246.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-03 22:39:01.999,5561adc5-5301-4330-8092-0257bda37246,
2025-04-04 04:00:00.783,,2025-04-04 14:41:55.810,2025-04-04 14:41:55.810,,,1.0,ef774cd4-d795-4bdd-b882-1bd165661a7e.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 14:25:37.001,ef774cd4-d795-4bdd-b882-1bd165661a7e,
2025-04-04 14:25:37.001,,2025-04-04 16:02:26.014,2025-04-04 16:02:25.861,,,3.0,39ff7a52-57b3-477a-ac3e-d84d536be269.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 14:45:29.000,39ff7a52-57b3-477a-ac3e-d84d536be269,
2025-04-04 14:45:28.999,,2025-04-04 16:28:44.969,2025-04-04 16:28:44.926,,,2.0,3505ef34-4092-4e77-bf87-9a77581b0f59.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 16:27:32.001,3505ef34-4092-4e77-bf87-9a77581b0f59,
2025-04-04 16:27:32.001,,2025-04-04 16:33:49.290,2025-04-04 16:33:49.290,,,1.0,df00c6c2-5cfc-439c-8d72-d31b90aa0b77.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 16:32:08.001,df00c6c2-5cfc-439c-8d72-d31b90aa0b77,
2025-04-04 16:32:08.000,,2025-04-04 16:36:10.272,2025-04-04 16:36:10.272,,,1.0,40840e2a-8bcc-4148-aa45-f67704e15ed6.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 16:33:49.999,40840e2a-8bcc-4148-aa45-f67704e15ed6,
2025-04-04 16:33:50.000,,2025-04-04 19:22:46.754,2025-04-04 19:22:46.754,,,1.0,797e5b2b-57d3-45bc-8aa3-7bb377d68774.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 19:22:17.000,797e5b2b-57d3-45bc-8aa3-7bb377d68774,
2025-04-04 19:22:16.999,,2025-04-04 19:26:45.638,2025-04-04 19:26:45.638,,,1.0,82e991d9-3da7-4309-9488-2e109a3a22b4.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 19:23:33.999,82e991d9-3da7-4309-9488-2e109a3a22b4,
2025-04-04 19:23:34.000,,2025-04-04 19:26:45.832,2025-04-04 19:26:45.663,,,3.0,2b39a277-5143-41ce-9513-90ff8aa7b2ba.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-04 19:25:39.000,2b39a277-5143-41ce-9513-90ff8aa7b2ba,
2025-04-04 19:25:39.001,,2025-04-05 01:50:29.292,2025-04-05 01:50:29.292,,,1.0,e7336879-e6c4-4809-b9a9-22c3c1508d28.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-05 01:44:36.000,e7336879-e6c4-4809-b9a9-22c3c1508d28,
2025-04-06 04:00:00.079,,2025-04-06 18:06:37.032,2025-04-06 18:06:37.032,,,1.0,7cf94f5c-74f9-4b20-9bb1-aa20436d597e.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-06 17:47:00.001,7cf94f5c-74f9-4b20-9bb1-aa20436d597e,
2025-04-06 17:47:00.001,,2025-04-06 18:06:37.085,2025-04-06 18:06:37.085,,,1.0,d541d0eb-fed8-42ee-8af1-d8baab2929ee.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-06 17:55:31.001,d541d0eb-fed8-42ee-8af1-d8baab2929ee,
2025-04-07 04:00:00.125,,2025-04-07 14:15:13.948,2025-04-07 14:15:13.948,,,1.0,a3f63efb-009a-45d5-ba0a-eacbf5d39c91.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 14:12:02.999,a3f63efb-009a-45d5-ba0a-eacbf5d39c91,
2025-04-07 14:12:03.000,,2025-04-07 14:27:37.041,2025-04-07 14:27:37.041,,,1.0,4a4e91eb-470f-4a52-842a-46f7b8f1d4d2.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 14:26:00.000,4a4e91eb-470f-4a52-842a-46f7b8f1d4d2,
2025-04-07 14:26:00.000,,2025-04-07 14:36:21.800,2025-04-07 14:34:54.081,,,3.0,c0e65aa9-0df0-4d4c-b2ff-b43d3afe378b.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 14:34:49.001,c0e65aa9-0df0-4d4c-b2ff-b43d3afe378b,
2025-04-07 14:34:49.000,,2025-04-07 16:14:05.778,2025-04-07 16:14:05.778,,,1.0,1c599e64-1a06-4740-857a-fc2de3d431c0.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 16:13:26.999,1c599e64-1a06-4740-857a-fc2de3d431c0,
2025-04-07 16:13:27.000,,2025-04-07 16:16:21.962,2025-04-07 16:16:21.962,,,1.0,f0884b3a-edef-4e9d-830c-3f3472ba4291.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 16:15:34.001,f0884b3a-edef-4e9d-830c-3f3472ba4291,
2025-04-07 16:15:34.001,,2025-04-07 17:56:48.530,2025-04-07 17:56:48.530,,,1.0,788bd93c-d08a-4c65-9bde-01816f537905.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-07 17:53:32.000,788bd93c-d08a-4c65-9bde-01816f537905,
2025-04-07 17:53:32.000,,2025-04-08 02:04:41.779,2025-04-08 02:04:41.779,,,1.0,f69fa055-e410-46b4-9c25-c83b32659c06.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-08 01:49:26.001,f69fa055-e410-46b4-9c25-c83b32659c06,
2025-04-09 11:59:48.926,,2025-04-09 13:35:43.100,2025-04-09 13:35:43.067,,,2.0,c6fbf427-f386-4973-8d47-90317002677c.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-09 13:34:38.000,c6fbf427-f386-4973-8d47-90317002677c,
2025-04-09 13:34:38.000,,2025-04-09 16:00:19.013,2025-04-09 16:00:19.013,,,1.0,a18b4ed5-04ed-4f18-a3bb-25de55d440d0.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-09 15:57:42.001,a18b4ed5-04ed-4f18-a3bb-25de55d440d0,
2025-04-09 15:57:42.001,,2025-04-09 16:04:22.125,2025-04-09 16:04:22.023,,,2.0,d91a0407-1acc-4f0b-8a17-947d0b9d0f10.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-09 16:00:35.999,d91a0407-1acc-4f0b-8a17-947d0b9d0f10,
2025-04-09 16:00:34.866,,2025-04-09 18:30:11.112,2025-04-09 18:29:17.774,,,2.0,831ad722-f187-4934-a346-a998f7d96dce.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-09 18:29:15.000,831ad722-f187-4934-a346-a998f7d96dce,
2025-04-10 04:00:00.000,,2025-04-10 14:44:06.818,2025-04-10 14:44:06.818,,,1.0,aac01c63-2f1c-408e-9bb0-b67c2d61b045.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 14:42:48.000,aac01c63-2f1c-408e-9bb0-b67c2d61b045,
2025-04-10 14:42:48.000,,2025-04-10 14:55:21.182,2025-04-10 14:55:21.146,,,2.0,a0c22b25-9780-413f-91f7-315b20815088.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 14:53:39.001,a0c22b25-9780-413f-91f7-315b20815088,
2025-04-10 14:53:39.000,,2025-04-10 16:53:00.140,2025-04-10 16:53:00.140,,,1.0,8f1fafa2-025e-4cf0-9169-ae0102f78aad.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 16:52:13.000,8f1fafa2-025e-4cf0-9169-ae0102f78aad,
2025-04-10 16:52:13.000,,2025-04-10 16:56:19.712,2025-04-10 16:56:19.712,,,1.0,2a3650a0-fc7b-42a3-9ce5-f9f40e416ab9.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 16:54:31.000,2a3650a0-fc7b-42a3-9ce5-f9f40e416ab9,
2025-04-10 16:54:31.000,,2025-04-10 17:58:45.569,2025-04-10 17:58:45.569,,,1.0,a9e307ad-5a91-444d-b724-3c5f2128f2f2.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 17:57:00.000,a9e307ad-5a91-444d-b724-3c5f2128f2f2,
2025-04-10 17:57:00.000,,2025-04-10 21:47:17.127,2025-04-10 21:47:17.127,,,1.0,c9237d91-affd-4aad-8b04-6fdef78d0c25.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 21:45:56.000,c9237d91-affd-4aad-8b04-6fdef78d0c25,
2025-04-10 21:45:56.000,,2025-04-10 22:39:17.632,2025-04-10 22:39:17.632,,,1.0,9304e310-8385-47ec-8d10-51a10a059208.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-10 22:38:11.000,9304e310-8385-47ec-8d10-51a10a059208,
2025-04-11 04:00:00.000,,2025-04-11 13:44:28.494,2025-04-11 13:44:28.494,,,1.0,1690e963-52d6-4ba9-b749-77bb27bdae67.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 13:43:21.000,1690e963-52d6-4ba9-b749-77bb27bdae67,
2025-04-11 13:43:20.999,,2025-04-11 14:06:24.532,2025-04-11 14:06:24.532,,,1.0,19e4f81a-7325-4810-9031-179cf1a9dd0e.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 14:06:07.999,19e4f81a-7325-4810-9031-179cf1a9dd0e,
2025-04-11 14:06:08.000,,2025-04-11 16:17:55.943,2025-04-11 16:17:55.943,,,1.0,4ba4273e-2e87-4110-845a-22b00a8f7592.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 16:12:17.000,4ba4273e-2e87-4110-845a-22b00a8f7592,
2025-04-11 16:12:16.999,,2025-04-11 16:17:56.006,2025-04-11 16:17:56.006,,,1.0,837e0f13-28b5-421f-bb57-ef950869edd9.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 16:15:01.999,837e0f13-28b5-421f-bb57-ef950869edd9,
2025-04-11 16:15:02.000,,2025-04-11 16:41:27.640,2025-04-11 16:41:27.640,,,1.0,bccdd20a-a25d-40e8-89b3-7c50c344746b.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 16:41:04.000,bccdd20a-a25d-40e8-89b3-7c50c344746b,
2025-04-11 16:41:04.000,,2025-04-11 16:42:55.562,2025-04-11 16:42:55.562,,,1.0,cf75efca-c079-45b6-958b-5ad0edb33811.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 16:42:29.001,cf75efca-c079-45b6-958b-5ad0edb33811,
2025-04-11 16:42:29.001,,2025-04-11 19:18:06.216,2025-04-11 19:18:06.216,,,1.0,6e36f0b8-baef-465d-af93-d1d2e50d6af3.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 19:17:37.000,6e36f0b8-baef-465d-af93-d1d2e50d6af3,
2025-04-11 19:17:36.999,,2025-04-11 19:19:50.938,2025-04-11 19:19:50.938,,,1.0,1d7a635e-96dc-4829-a9f9-c2e99d0685d7.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-11 19:18:56.999,1d7a635e-96dc-4829-a9f9-c2e99d0685d7,
2025-04-11 19:18:55.797,,2025-04-12 01:51:27.360,2025-04-12 01:51:27.360,,,1.0,a87380b8-e12c-4f25-8e6c-b8fa21243cb9.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-12 01:50:11.000,a87380b8-e12c-4f25-8e6c-b8fa21243cb9,
2025-04-13 04:00:00.000,,2025-04-13 15:27:51.893,2025-04-13 15:27:51.893,,,1.0,4fab68c4-6699-4978-bf6f-be0ae5a3d649.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-13 15:25:00.001,4fab68c4-6699-4978-bf6f-be0ae5a3d649,
2025-04-13 15:25:00.000,,2025-04-13 20:38:45.363,2025-04-13 20:38:45.363,,,1.0,0df98461-79d1-4551-9d8e-2395479cb7d0.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-13 20:36:39.000,0df98461-79d1-4551-9d8e-2395479cb7d0,
2025-04-13 20:36:39.001,,2025-04-13 20:38:45.465,2025-04-13 20:38:45.465,,,1.0,96e63ce3-c9ca-4f12-8d6e-d1823a171fb7.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-13 20:37:59.000,96e63ce3-c9ca-4f12-8d6e-d1823a171fb7,
2025-04-15 04:00:00.000,,2025-04-15 15:24:47.272,2025-04-15 15:24:47.145,,,4.0,7cf1ffc4-ee10-4c5b-b872-91877bbd03aa.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 15:23:58.001,7cf1ffc4-ee10-4c5b-b872-91877bbd03aa,
2025-04-15 15:23:58.000,,2025-04-15 15:39:39.666,2025-04-15 15:39:39.666,,,1.0,61ca059a-e7c7-4ced-956d-4bc463774f3c.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 15:36:20.999,61ca059a-e7c7-4ced-956d-4bc463774f3c,
2025-04-15 15:36:20.999,,2025-04-15 15:46:02.216,2025-04-15 15:46:02.216,,,1.0,e7527864-47e7-4a1e-b4b6-ecac295e0e63.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 15:42:22.000,e7527864-47e7-4a1e-b4b6-ecac295e0e63,
2025-04-15 15:42:22.000,,2025-04-15 15:46:02.364,2025-04-15 15:46:02.272,,,4.0,3c13af87-672c-4caa-a2d6-df3a2bdb8366.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 15:45:25.000,3c13af87-672c-4caa-a2d6-df3a2bdb8366,
2025-04-15 15:45:25.000,,2025-04-15 22:00:41.252,2025-04-15 22:00:41.252,,,1.0,fcb376b4-0f97-418b-8da7-311fcea37db1.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 22:00:00.000,fcb376b4-0f97-418b-8da7-311fcea37db1,
2025-04-15 21:59:59.999,,2025-04-15 22:24:30.620,2025-04-15 22:24:30.620,,,1.0,1875c2d9-3c22-48f3-bb89-160a41d18253.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 22:20:36.999,1875c2d9-3c22-48f3-bb89-160a41d18253,
2025-04-15 22:20:37.000,,2025-04-15 22:24:30.699,2025-04-15 22:24:30.699,,,1.0,98954747-d4f7-4efe-8389-2773ab61013f.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-15 22:21:47.000,98954747-d4f7-4efe-8389-2773ab61013f,
2025-04-15 22:21:46.999,,2025-04-16 02:50:47.362,2025-04-16 02:50:47.362,,,1.0,837fa53f-d5eb-4445-9f69-622a5d9bd485.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 02:50:12.000,837fa53f-d5eb-4445-9f69-622a5d9bd485,
2025-04-16 02:50:12.001,,2025-04-16 03:07:33.653,2025-04-16 03:07:33.653,,,1.0,fba820d5-ee46-4464-b49c-5fb75fbb6bdc.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 02:58:12.001,fba820d5-ee46-4464-b49c-5fb75fbb6bdc,
2025-04-16 02:58:12.001,,2025-04-16 03:07:33.684,2025-04-16 03:07:33.684,,,1.0,3a18e075-2580-47f2-83de-becdffd1a8f0.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 02:59:58.001,3a18e075-2580-47f2-83de-becdffd1a8f0,
2025-04-16 04:00:00.776,,2025-04-16 17:40:15.654,2025-04-16 17:40:09.487,,,2.0,45c81011-400e-4eaa-b9bf-e1bf8cc8e9c0.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 17:40:08.000,45c81011-400e-4eaa-b9bf-e1bf8cc8e9c0,
2025-04-16 17:40:08.000,,2025-04-16 18:09:32.204,2025-04-16 18:09:32.204,,,1.0,6497a78e-460c-46dd-8378-d74c8360cfca.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 18:08:11.000,6497a78e-460c-46dd-8378-d74c8360cfca,
2025-04-16 18:08:11.000,,2025-04-16 18:26:58.793,2025-04-16 18:26:58.649,,,3.0,2490a737-2b4c-45ab-be31-8e94a4eed77c.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 18:24:35.000,2490a737-2b4c-45ab-be31-8e94a4eed77c,
2025-04-16 18:24:35.001,,2025-04-16 20:40:22.233,2025-04-16 20:40:22.233,,,1.0,e272064c-cfdc-4650-88b0-cbcbbde4ca08.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 20:36:11.001,e272064c-cfdc-4650-88b0-cbcbbde4ca08,
2025-04-16 20:36:11.000,,2025-04-16 20:45:51.867,2025-04-16 20:45:51.867,,,1.0,016e1215-cc90-42b7-9167-7fa4cfef1e01.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-16 20:41:58.000,016e1215-cc90-42b7-9167-7fa4cfef1e01,
2025-04-17 16:00:28.263,,2025-04-17 17:43:13.986,2025-04-17 17:43:13.986,,,1.0,db7f8a39-373e-4605-ad98-155c5fe0ffde.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-17 17:35:41.001,db7f8a39-373e-4605-ad98-155c5fe0ffde,
2025-04-17 17:35:41.001,,2025-04-17 23:14:17.661,2025-04-17 23:14:17.578,,,2.0,b34449ea-2efe-4093-80ba-7a4ef7c51ab8.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-17 22:47:11.999,b34449ea-2efe-4093-80ba-7a4ef7c51ab8,
2025-04-17 22:47:11.999,,2025-04-17 23:14:17.757,2025-04-17 23:14:17.757,,,1.0,a57f059f-0572-43f6-8aba-a4b5e28b1697.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-17 22:51:48.999,a57f059f-0572-43f6-8aba-a4b5e28b1697,
2025-04-17 22:51:49.000,,2025-04-17 23:14:17.790,2025-04-17 23:14:17.790,,,1.0,0b54ce11-5456-4fd4-9b00-2476900b6467.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-17 22:54:04.000,0b54ce11-5456-4fd4-9b00-2476900b6467,
2025-04-18 04:00:00.000,,2025-04-18 14:22:04.713,2025-04-18 14:22:04.489,,,3.0,037573c7-00dc-4e6a-9484-4da7dafc4fbe.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 14:20:11.000,037573c7-00dc-4e6a-9484-4da7dafc4fbe,
2025-04-18 14:20:11.001,,2025-04-18 15:51:06.259,2025-04-18 15:51:06.157,,,2.0,d8e3e1da-36c2-4296-88d1-7d9716037d82.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 15:50:25.000,d8e3e1da-36c2-4296-88d1-7d9716037d82,
2025-04-18 15:50:25.000,,2025-04-18 15:54:34.284,2025-04-18 15:54:34.284,,,1.0,446dc959-fad3-47a1-bbd2-2c89553a8e91.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 15:51:58.000,446dc959-fad3-47a1-bbd2-2c89553a8e91,
2025-04-18 15:51:58.000,,2025-04-18 16:39:51.301,2025-04-18 16:39:51.301,,,1.0,88342a5e-7ea2-4f0e-9743-ceecf4b63799.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 16:19:11.999,88342a5e-7ea2-4f0e-9743-ceecf4b63799,
2025-04-18 16:19:11.999,,2025-04-18 16:39:51.453,2025-04-18 16:39:51.453,,,1.0,b21c9817-a612-4c2b-a5e9-511e4cece56f.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 16:20:14.999,b21c9817-a612-4c2b-a5e9-511e4cece56f,
2025-04-18 16:20:14.999,,2025-04-18 19:50:54.219,2025-04-18 19:50:54.219,,,1.0,854514be-d107-4e68-90e0-4be4a281f966.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-18 19:47:17.999,854514be-d107-4e68-90e0-4be4a281f966,
2025-04-20 04:00:00.000,,2025-04-20 12:36:03.535,2025-04-20 12:36:03.535,,,1.0,62d0b74f-91c2-47c6-8f86-1adbeaf19f26.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-20 12:34:14.000,62d0b74f-91c2-47c6-8f86-1adbeaf19f26,
2025-04-20 12:34:13.999,,2025-04-20 17:48:50.886,2025-04-20 17:48:50.886,,,1.0,0e15c457-1eff-435e-8c32-c53293a149e5.raw_data.json,UTC-0400,dWuXRdP6N2,com.sec.android.app.shealth,2025-04-20 17:46:49.999,0e15c457-1eff-435e-8c32-c53293a149e5,
