com.samsung.shealth.tracker.floors_day_summary,6307003,1
create_sh_ver,binning_data,modify_sh_ver,update_time,create_time,floor_count,version_code,deviceuuid,pkg_name,datauuid,day_time
63030110,ea589ff3-1bc4-447d-aae1-d693c902309d.binning_data.json,63051050,2025-10-10 19:37:34.491,2025-09-14 12:08:16.197,1,2,ZYfDZ77fyr,com.sec.android.app.shealth,ea589ff3-1bc4-447d-aae1-d693c902309d,1757721600000,
63030110,8e9c366b-f9f3-499d-bb71-a79530ffb124.binning_data.json,63051050,2025-10-09 17:11:38.576,2025-09-14 12:08:17.188,7,2,ZYfDZ77fyr,com.sec.android.app.shealth,8e9c366b-f9f3-499d-bb71-a79530ffb124,1757635200000,
63051050,99e69ba7-93e7-4463-ad4d-bbd25b7779ff.binning_data.json,63051050,2025-10-27 22:19:15.042,2025-10-03 02:32:47.261,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,99e69ba7-93e7-4463-ad4d-bbd25b7779ff,1759363200000,
63051050,d4bb0008-afcb-4906-a3c8-88486b507c27.binning_data.json,63051050,2025-10-25 16:14:06.636,2025-10-03 02:32:47.511,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,d4bb0008-afcb-4906-a3c8-88486b507c27,1759017600000,
63051050,8aa21e1e-8a25-4144-bdba-1d294b33df31.binning_data.json,63051050,2025-10-27 22:19:13.797,2025-10-03 02:32:47.556,6,2,ZYfDZ77fyr,com.sec.android.app.shealth,8aa21e1e-8a25-4144-bdba-1d294b33df31,1759276800000,
63051050,a4a705d9-768a-4d41-9463-f71dbb5aadde.binning_data.json,63051050,2025-10-23 15:23:01.796,2025-10-03 02:32:47.642,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,a4a705d9-768a-4d41-9463-f71dbb5aadde,1758844800000,
63051050,d45ab7a8-babc-4728-8fe0-352346c07279.binning_data.json,63051050,2025-10-15 15:53:41.800,2025-10-03 02:32:47.783,5,2,ZYfDZ77fyr,com.sec.android.app.shealth,d45ab7a8-babc-4728-8fe0-352346c07279,1758672000000,
63051050,663c81ee-00da-4752-86af-78d1ea3d487a.binning_data.json,63051050,2025-10-27 01:45:48.125,2025-10-03 02:32:47.925,4,2,ZYfDZ77fyr,com.sec.android.app.shealth,663c81ee-00da-4752-86af-78d1ea3d487a,1759104000000,
63051050,49f8b0e5-963a-446a-84c0-2ab6170a9d6b.binning_data.json,63051050,2025-10-24 23:58:59.340,2025-10-03 02:32:47.951,4,2,ZYfDZ77fyr,com.sec.android.app.shealth,49f8b0e5-963a-446a-84c0-2ab6170a9d6b,1758931200000,
63051050,dbfde1a7-9cc4-4e8c-ab5b-a7c4210a62a2.binning_data.json,63051050,2025-10-27 22:19:15.242,2025-10-03 02:32:48.292,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,dbfde1a7-9cc4-4e8c-ab5b-a7c4210a62a2,1759190400000,
63051050,c3e3bc80-25f1-4020-a1ba-c197dcb2b6fa.binning_data.json,63051050,2025-10-23 03:35:42.964,2025-10-03 02:32:48.328,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,c3e3bc80-25f1-4020-a1ba-c197dcb2b6fa,1758758400000,
63051050,16bb4fb7-c7b3-4802-9be4-ba0ef9992f36.binning_data.json,63051050,2025-10-27 22:19:13.626,2025-10-03 12:32:04.278,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,16bb4fb7-c7b3-4802-9be4-ba0ef9992f36,1759449600000,
63051050,2c127d6a-512e-4ac9-a2fa-1384263e5056.binning_data.json,63051050,2025-10-27 22:19:14.744,2025-10-04 14:57:22.976,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,2c127d6a-512e-4ac9-a2fa-1384263e5056,1759536000000,
63051050,c3275684-8674-45aa-8645-9774db2b3da4.binning_data.json,63051050,2025-10-27 22:19:13.764,2025-10-07 04:05:37.253,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,c3275684-8674-45aa-8645-9774db2b3da4,1759708800000,
63051050,6f31855c-62d1-4912-9e1b-d408b18865e3.binning_data.json,63051050,2025-10-27 22:19:15.173,2025-10-07 04:05:37.632,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,6f31855c-62d1-4912-9e1b-d408b18865e3,1759622400000,
63051050,de3c8b52-3637-4729-90b8-532b40103c67.binning_data.json,63051050,2025-10-27 22:19:14.959,2025-10-07 11:18:35.764,6,2,ZYfDZ77fyr,com.sec.android.app.shealth,de3c8b52-3637-4729-90b8-532b40103c67,1759795200000,
63051050,85062e80-6f38-4ecc-96de-7d6899d13861.binning_data.json,63051050,2025-11-04 15:43:35.168,2025-10-08 12:27:44.980,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,85062e80-6f38-4ecc-96de-7d6899d13861,1759881600000,
63051050,1dc32d55-1c84-418a-9277-7ddca0321a11.binning_data.json,63051050,2025-11-05 23:06:56.280,2025-10-09 15:22:53.317,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,1dc32d55-1c84-418a-9277-7ddca0321a11,1759968000000,
63051050,20e140df-d9ff-48bd-b30d-105d33f4beda.binning_data.json,63051050,2025-11-06 12:50:54.694,2025-10-10 19:05:14.646,5,2,ZYfDZ77fyr,com.sec.android.app.shealth,20e140df-d9ff-48bd-b30d-105d33f4beda,1760054400000,
63051050,a495431f-1534-4932-b525-56501335695e.binning_data.json,63051050,2025-11-08 03:49:55.765,2025-10-11 23:38:40.871,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,a495431f-1534-4932-b525-56501335695e,1760140800000,
63051050,2620a506-e6ad-4c2a-8f94-d7e653e71da6.binning_data.json,63051050,2025-11-08 22:55:02.011,2025-10-13 02:27:16.876,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,2620a506-e6ad-4c2a-8f94-d7e653e71da6,1760227200000,
63051050,94c0a986-de2c-44cb-84c6-487f14e92d6d.binning_data.json,63051050,2025-11-10 03:54:59.479,2025-10-13 14:22:52.327,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,94c0a986-de2c-44cb-84c6-487f14e92d6d,1760313600000,
63051050,2e5c9e80-1965-48ec-b6fc-48a8c084b220.binning_data.json,63051050,2025-11-10 03:54:59.971,2025-10-14 11:55:39.070,13,2,ZYfDZ77fyr,com.sec.android.app.shealth,2e5c9e80-1965-48ec-b6fc-48a8c084b220,1760400000000,
63051050,c383e1b4-e53c-4e07-9da8-a66460ffd4d5.binning_data.json,63051050,2025-11-12 00:59:48.344,2025-10-15 14:09:54.857,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,c383e1b4-e53c-4e07-9da8-a66460ffd4d5,1760486400000,
63051050,89a10cc9-2e45-4298-a1a2-81f1b702393e.binning_data.json,63060070,2025-11-16 05:32:37.323,2025-10-23 03:35:41.936,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,89a10cc9-2e45-4298-a1a2-81f1b702393e,1761091200000,
63051050,1c948595-4881-41c7-9a07-fa9156e8f6cb.binning_data.json,63060070,2025-11-14 19:29:13.890,2025-10-23 03:35:41.995,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,1c948595-4881-41c7-9a07-fa9156e8f6cb,1760745600000,
63051050,db56a31b-bb91-4c3e-bdae-689d80b5b858.binning_data.json,63051050,2025-11-12 23:25:15.652,2025-10-23 03:35:42.308,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,db56a31b-bb91-4c3e-bdae-689d80b5b858,1760572800000,
63051050,c4e02aa0-7010-40b4-8c88-6a33381fd87a.binning_data.json,63060070,2025-11-16 05:32:36.860,2025-10-23 03:35:42.417,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,c4e02aa0-7010-40b4-8c88-6a33381fd87a,1761004800000,
63051050,f244f286-68cf-43e1-8637-72e780c4d3a3.binning_data.json,63051050,2025-11-13 19:32:16.501,2025-10-23 03:35:42.816,6,2,ZYfDZ77fyr,com.sec.android.app.shealth,f244f286-68cf-43e1-8637-72e780c4d3a3,1760659200000,
63051050,b8e4f8df-2491-437f-b781-a59ad84198f1.binning_data.json,63060070,2025-11-16 05:32:37.559,2025-10-23 03:35:43.000,7,2,ZYfDZ77fyr,com.sec.android.app.shealth,b8e4f8df-2491-437f-b781-a59ad84198f1,1760918400000,
63051050,c073db18-8f43-45c0-9698-0cfed71b99d1.binning_data.json,63060070,2025-11-16 05:32:36.746,2025-10-23 11:49:48.489,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,c073db18-8f43-45c0-9698-0cfed71b99d1,1761177600000,
63051050,36fb6e57-e54c-4b9e-8ffe-a49bad417fe5.binning_data.json,63060070,2025-11-16 05:32:37.119,2025-10-24 15:02:20.711,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,36fb6e57-e54c-4b9e-8ffe-a49bad417fe5,1761264000000,
63051050,746286f2-bb4e-4503-8ccb-9dd42d9a6a0d.binning_data.json,63060070,2025-11-16 05:32:37.386,2025-10-25 13:33:24.453,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,746286f2-bb4e-4503-8ccb-9dd42d9a6a0d,1761350400000,
63051050,53bea8fa-76ca-4cd1-ad14-8049930164c4.binning_data.json,63060070,2025-11-16 05:32:36.828,2025-10-27 01:45:47.127,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,53bea8fa-76ca-4cd1-ad14-8049930164c4,1761436800000,
63051050,c183ed07-721a-4bdf-a700-e24f0c5b62d9.binning_data.json,63060070,2025-11-16 05:32:37.289,2025-10-27 13:56:30.020,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,c183ed07-721a-4bdf-a700-e24f0c5b62d9,1761523200000,
63051050,88b8fa20-20e3-4736-9f2f-a44c0cfe56f9.binning_data.json,63060070,2025-11-16 05:32:37.499,2025-11-04 15:43:34.937,9,2,ZYfDZ77fyr,com.sec.android.app.shealth,88b8fa20-20e3-4736-9f2f-a44c0cfe56f9,1762214400000,
63051050,a181b57d-a997-4a36-bcf3-07823a71e041.binning_data.json,63060070,2025-11-16 05:32:36.587,2025-11-04 15:43:35.082,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,a181b57d-a997-4a36-bcf3-07823a71e041,1762041600000,
63051050,002a9269-a903-4a7d-894a-e8f5616a1a0f.binning_data.json,63060070,2025-11-16 05:32:36.699,2025-11-04 15:43:35.106,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,002a9269-a903-4a7d-894a-e8f5616a1a0f,1761609600000,
63051050,44fdeacf-b8e3-4d16-918f-f1371854ec6d.binning_data.json,63060070,2025-11-16 05:32:36.798,2025-11-04 15:43:35.261,13,2,ZYfDZ77fyr,com.sec.android.app.shealth,44fdeacf-b8e3-4d16-918f-f1371854ec6d,1761868800000,
63051050,b1d089c0-5f10-4e7b-a1ae-c238e40ebafe.binning_data.json,63060070,2025-11-16 05:32:37.068,2025-11-04 15:43:35.374,10,2,ZYfDZ77fyr,com.sec.android.app.shealth,b1d089c0-5f10-4e7b-a1ae-c238e40ebafe,1761696000000,
63051050,5d1bb4b7-7b4e-4206-92a6-07f60de4b929.binning_data.json,63060070,2025-11-16 05:32:37.258,2025-11-04 15:43:35.512,10,2,ZYfDZ77fyr,com.sec.android.app.shealth,5d1bb4b7-7b4e-4206-92a6-07f60de4b929,1761955200000,
63051050,98929f1c-d8f4-432f-a962-04c8f1527336.binning_data.json,63060070,2025-11-16 05:32:37.353,2025-11-04 15:43:35.742,2,2,ZYfDZ77fyr,com.sec.android.app.shealth,98929f1c-d8f4-432f-a962-04c8f1527336,1761782400000,
63051050,8c3a4205-c4a9-4b26-8937-55b9e7ece40c.binning_data.json,63060070,2025-11-16 05:32:37.025,2025-11-04 15:43:35.963,8,2,ZYfDZ77fyr,com.sec.android.app.shealth,8c3a4205-c4a9-4b26-8937-55b9e7ece40c,1762128000000,
63051050,ec42c354-1a36-42f5-ad2c-89ad25849aaa.binning_data.json,63060070,2025-11-16 05:32:36.771,2025-11-05 15:06:29.105,6,2,ZYfDZ77fyr,com.sec.android.app.shealth,ec42c354-1a36-42f5-ad2c-89ad25849aaa,1762300800000,
63051050,a5a2cac6-a60a-478b-9e8e-ab76b9c38a51.binning_data.json,63060070,2025-11-16 05:32:37.221,2025-11-06 12:50:54.238,6,2,ZYfDZ77fyr,com.sec.android.app.shealth,a5a2cac6-a60a-478b-9e8e-ab76b9c38a51,1762387200000,
63051050,8fe8615e-adab-4bc2-872a-9cde6dbaace3.binning_data.json,63060070,2025-11-16 05:32:36.550,2025-11-07 15:17:51.678,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,8fe8615e-adab-4bc2-872a-9cde6dbaace3,1762473600000,
63051050,a3eb674f-91b0-423d-9b5a-77a190207407.binning_data.json,63060070,2025-11-16 05:32:36.992,2025-11-08 15:51:31.672,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,a3eb674f-91b0-423d-9b5a-77a190207407,1762560000000,
63051050,88490a50-670c-4edb-9244-32dda9947ef5.binning_data.json,63060070,2025-11-16 05:32:37.445,2025-11-10 03:55:00.222,5,2,ZYfDZ77fyr,com.sec.android.app.shealth,88490a50-670c-4edb-9244-32dda9947ef5,1762646400000,
63051050,fcb90c13-3e87-4886-b8ab-70a6483cb662.binning_data.json,63060070,2025-11-16 05:32:36.915,2025-11-10 15:13:46.537,26,2,ZYfDZ77fyr,com.sec.android.app.shealth,fcb90c13-3e87-4886-b8ab-70a6483cb662,1762732800000,
63051050,47f4140b-a33b-4875-bc1f-95697af82041.binning_data.json,63060070,2025-11-16 05:32:37.193,2025-11-11 14:16:38.107,17,2,ZYfDZ77fyr,com.sec.android.app.shealth,47f4140b-a33b-4875-bc1f-95697af82041,1762819200000,
63051050,235b5f0a-7a13-4f00-b986-3ee3ddafa974.binning_data.json,63060070,2025-11-16 05:32:36.506,2025-11-12 15:15:48.086,19,2,ZYfDZ77fyr,com.sec.android.app.shealth,235b5f0a-7a13-4f00-b986-3ee3ddafa974,1762905600000,
63051050,37c8cfc6-36f2-444a-b8d8-0be98cff2ac3.binning_data.json,63060070,2025-11-16 05:32:36.964,2025-11-13 19:32:16.077,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,37c8cfc6-36f2-444a-b8d8-0be98cff2ac3,1762992000000,
63060070,11e09ceb-5a4d-40ef-a34e-d402660237ec.binning_data.json,63060070,2025-11-16 05:32:37.413,2025-11-14 14:58:27.063,12,2,ZYfDZ77fyr,com.sec.android.app.shealth,11e09ceb-5a4d-40ef-a34e-d402660237ec,1763078400000,
63060070,222e3d2f-3c11-4355-87ae-32eb57631539.binning_data.json,63060070,2025-11-24 16:39:58.999,2025-11-16 05:16:36.880,3,2,ZYfDZ77fyr,com.sec.android.app.shealth,222e3d2f-3c11-4355-87ae-32eb57631539,1763251200000,
